t,avgUnhap,minUnhap,maxUnhap,stdUnhap
0.011160209117214933,0.49376790147109062,0.21656267856308387,0.5,0.039217259498870949
0.015536597942085575,0.49122055875592535,0.21656267856308387,0.5,0.042812397120803862
0.02247869901910264,0.48754901832529057,0.21656267856308387,0.5,0.049296802787289547
0.050775959427126316,0.48503899417114354,0.21656267856308387,0.5,0.054688624440888733
0.14969138004813665,0.48029017524904327,0.025121412602632898,0.5,0.071283215939859396
0.19045309007059508,0.47667909364354627,0.025121412602632898,0.5,0.077127779247361472
0.2105041263684686,0.47317294167324192,0.025121412602632898,0.5,0.0830764976276131
0.21302800311616746,0.46809079051282892,0.025121412602632898,0.5,0.089569183039702308
0.27444986736762156,0.46577264875609375,0.025121412602632898,0.5,0.092638855474252144
0.28293945107323953,0.45644076113184062,0.025121412602632898,0.5,0.11050199139626815
0.2893962416080301,0.44800980301093263,0.025121412602632898,0.5,0.12234604605603973
0.29361757515766357,0.44465334209557128,0.025121412602632898,0.5,0.12494873675975779
0.3370232549056853,0.43478321187783076,0.00031815851522354333,0.5,0.13890264981631825
0.41396785039823336,0.42843729587064788,0.00031815851522354333,0.5,0.14384815852062005
0.4306627749351982,0.42516471984368209,0.00031815851522354333,0.5,0.15044980417000048
0.46192382863910436,0.41700339912348811,0.00031815851522354333,0.5,0.15713934478664171
0.4744959460188178,0.42543435724439604,0.00031815851522354333,0.5,0.1498590543887135
0.5350814518516054,0.41871088041457383,0.00031815851522354333,0.5,0.15531526197969037
0.5353011150132161,0.41632074127898572,0.00031815851522354333,0.5,0.15586887544727421
0.543415161614391,0.41258708627023266,0.00031815851522354333,0.5,0.15661002296618451
0.5564943595138705,0.40447575149883469,0.00031815851522354333,0.5,0.16479544924785461
0.5914785962067588,0.39630883659821525,0.00031815851522354333,0.5,0.17229279559436295
0.5935939315285849,0.38958158732702519,0.00031815851522354333,0.5,0.17735894859268986
0.6102766705018507,0.38341024875582397,0.00031815851522354333,0.5,0.17885772222732627
0.6631098507255653,0.38337439230998527,0.00031815851522354333,0.5,0.17883468482803083
0.6811581962500335,0.38051365608902576,0.00031815851522354333,0.5,0.17923384532344011
0.6834482026538559,0.37781663264280824,0.00031815851522354333,0.5,0.17944463207007147
0.6875905485343772,0.37201679750809036,0.00031815851522354333,0.5,0.18375840494946255
0.691602217982574,0.36780776557434691,0.00031815851522354333,0.5,0.18551439653261156
0.7024452843288329,0.37116422648970832,0.00031815851522354333,0.5,0.18516970010444531
0.7475250354884088,0.36117992875602056,0.00031815851522354333,0.5,0.19131066948384284
0.7552031445434313,0.35463955903546379,0.00031815851522354333,0.5,0.19355346301754964
