t,degree,freq
0.02390784942279179,0,98
0.02390784942279179,1,2
0.03564439945707826,0,96
0.03564439945707826,1,4
0.07515682838315119,0,95
0.07515682838315119,1,4
0.07515682838315119,2,1
0.09786834522718041,0,93
0.09786834522718041,1,6
0.09786834522718041,2,1
0.10817804864741051,0,91
0.10817804864741051,1,8
0.10817804864741051,2,1
0.12231564653129948,0,89
0.12231564653129948,1,10
0.12231564653129948,2,1
0.1290487267447532,0,87
0.1290487267447532,1,12
0.1290487267447532,2,1
0.14221380846214166,0,85
0.14221380846214166,1,14
0.14221380846214166,2,1
0.14519270431802384,0,83
0.14519270431802384,1,16
0.14519270431802384,2,1
0.184023648054168,0,81
0.184023648054168,1,18
0.184023648054168,2,1
0.20640004518218907,0,79
0.20640004518218907,1,20
0.20640004518218907,2,1
0.21550116697958155,0,77
0.21550116697958155,1,22
0.21550116697958155,2,1
0.22028079259325992,0,76
0.22028079259325992,1,22
0.22028079259325992,2,2
0.24258863672099937,0,74
0.24258863672099937,1,24
0.24258863672099937,2,2
0.2543263744543141,0,72
0.2543263744543141,1,26
0.2543263744543141,2,2
0.26079272281201,0,70
0.26079272281201,1,28
0.26079272281201,2,2
0.2651533051357282,0,69
0.2651533051357282,1,28
0.2651533051357282,2,3
0.32164471514801557,0,68
0.32164471514801557,1,28
0.32164471514801557,2,4
0.37736528991340057,0,66
0.37736528991340057,1,30
0.37736528991340057,2,4
0.3899382499028103,0,64
0.3899382499028103,1,32
0.3899382499028103,2,4
0.42593056590699346,0,62
0.42593056590699346,1,34
0.42593056590699346,2,4
0.44185503161552914,0,62
0.44185503161552914,1,34
0.44185503161552914,2,4
0.45468347319955627,0,61
0.45468347319955627,1,34
0.45468347319955627,2,5
0.4604857516030305,0,59
0.4604857516030305,1,36
0.4604857516030305,2,5
0.5733848274675752,0,58
0.5733848274675752,1,36
0.5733848274675752,2,6
0.610718337887589,0,57
0.610718337887589,1,36
0.610718337887589,2,7
0.6253332779329287,0,55
0.6253332779329287,1,38
0.6253332779329287,2,7
0.629432511869397,0,53
0.629432511869397,1,40
0.629432511869397,2,7
0.6301585873763772,0,53
0.6301585873763772,1,38
0.6301585873763772,2,9
0.646512155332352,0,51
0.646512155332352,1,40
0.646512155332352,2,9
0.6618014835803143,0,50
0.6618014835803143,1,40
0.6618014835803143,2,10
0.6789307059672143,0,49
0.6789307059672143,1,40
0.6789307059672143,2,11
0.692119167682924,0,47
0.692119167682924,1,42
0.692119167682924,2,11
0.7076255824761299,0,45
0.7076255824761299,1,44
0.7076255824761299,2,11
0.7107066268786517,0,43
0.7107066268786517,1,46
0.7107066268786517,2,11
0.7297892029093587,0,43
0.7297892029093587,1,45
0.7297892029093587,2,11
0.7297892029093587,3,1
0.7375717158721173,0,42
0.7375717158721173,1,45
0.7375717158721173,2,12
0.7375717158721173,3,1
0.7405836380740242,0,42
0.7405836380740242,1,43
0.7405836380740242,2,14
0.7405836380740242,3,1
0.7659390289558018,0,41
0.7659390289558018,1,43
0.7659390289558018,2,15
0.7659390289558018,3,1
0.8419055571578016,0,39
0.8419055571578016,1,45
0.8419055571578016,2,15
0.8419055571578016,3,1
0.9016895657780947,0,38
0.9016895657780947,1,45
0.9016895657780947,2,16
0.9016895657780947,3,1
0.9190051603563975,0,37
0.9190051603563975,1,45
0.9190051603563975,2,17
0.9190051603563975,3,1
0.9296832934402263,0,36
0.9296832934402263,1,45
0.9296832934402263,2,18
0.9296832934402263,3,1
0.9721143164155571,0,34
0.9721143164155571,1,47
0.9721143164155571,2,18
0.9721143164155571,3,1
1.0223598415664976,0,32
1.0223598415664976,1,49
1.0223598415664976,2,18
1.0223598415664976,3,1
1.0432466699789393,0,31
1.0432466699789393,1,49
1.0432466699789393,2,19
1.0432466699789393,3,1
1.0442012376704883,0,30
1.0442012376704883,1,49
1.0442012376704883,2,20
1.0442012376704883,3,1
1.116068473990967,0,29
1.116068473990967,1,49
1.116068473990967,2,21
1.116068473990967,3,1
1.1320905274078583,0,27
1.1320905274078583,1,51
1.1320905274078583,2,21
1.1320905274078583,3,1
1.1538765442330472,0,26
1.1538765442330472,1,51
1.1538765442330472,2,22
1.1538765442330472,3,1
1.1615077604230397,0,24
1.1615077604230397,1,53
1.1615077604230397,2,22
1.1615077604230397,3,1
1.1912289349121086,0,25
1.1912289349121086,1,53
1.1912289349121086,2,21
1.1912289349121086,3,1
1.218371609598016,0,25
1.218371609598016,1,52
1.218371609598016,2,21
1.218371609598016,3,2
1.2734418452787892,0,24
1.2734418452787892,1,52
1.2734418452787892,2,22
1.2734418452787892,3,2
1.2785769799613995,0,24
1.2785769799613995,1,52
1.2785769799613995,2,22
1.2785769799613995,3,2
1.3308512318534311,0,24
1.3308512318534311,1,51
1.3308512318534311,2,22
1.3308512318534311,3,3
1.367247883702624,0,23
1.367247883702624,1,51
1.367247883702624,2,23
1.367247883702624,3,3
1.3831034483371598,0,23
1.3831034483371598,1,50
1.3831034483371598,2,23
1.3831034483371598,3,4
1.4269443198218872,0,22
1.4269443198218872,1,51
1.4269443198218872,2,22
1.4269443198218872,3,5
1.4525099301477555,0,22
1.4525099301477555,1,50
1.4525099301477555,2,22
1.4525099301477555,3,6
1.5051490380899548,0,21
1.5051490380899548,1,50
1.5051490380899548,2,23
1.5051490380899548,3,6
1.5174589510258913,0,20
1.5174589510258913,1,51
1.5174589510258913,2,22
1.5174589510258913,3,7
1.6131182685304017,0,22
1.6131182685304017,1,49
1.6131182685304017,2,22
1.6131182685304017,3,7
1.6133430256515526,0,21
1.6133430256515526,1,49
1.6133430256515526,2,23
1.6133430256515526,3,7
1.6302824944873946,0,20
1.6302824944873946,1,49
1.6302824944873946,2,24
1.6302824944873946,3,7
1.6325822615557202,0,19
1.6325822615557202,1,49
1.6325822615557202,2,25
1.6325822615557202,3,7
1.656591945324884,0,19
1.656591945324884,1,49
1.656591945324884,2,25
1.656591945324884,3,7
1.6760658269307191,0,18
1.6760658269307191,1,50
1.6760658269307191,2,25
1.6760658269307191,3,6
1.6760658269307191,4,1
1.704124603835918,0,18
1.704124603835918,1,48
1.704124603835918,2,27
1.704124603835918,3,6
1.704124603835918,4,1
1.7054628561122844,0,18
1.7054628561122844,1,50
1.7054628561122844,2,25
1.7054628561122844,3,6
1.7054628561122844,4,1
1.71198606427578,0,17
1.71198606427578,1,51
1.71198606427578,2,25
1.71198606427578,3,5
1.71198606427578,4,2
1.7802463323142694,0,16
1.7802463323142694,1,51
1.7802463323142694,2,26
1.7802463323142694,3,5
1.7802463323142694,4,2
1.7895047924909264,0,16
1.7895047924909264,1,51
1.7895047924909264,2,26
1.7895047924909264,3,5
1.7895047924909264,4,2
1.8012992673516717,0,14
1.8012992673516717,1,53
1.8012992673516717,2,26
1.8012992673516717,3,5
1.8012992673516717,4,2
1.8031911416553699,0,14
1.8031911416553699,1,52
1.8031911416553699,2,26
1.8031911416553699,3,6
1.8031911416553699,4,2
1.8263965921811174,0,15
1.8263965921811174,1,52
1.8263965921811174,2,25
1.8263965921811174,3,6
1.8263965921811174,4,2
1.8427743842150817,0,15
1.8427743842150817,1,51
1.8427743842150817,2,25
1.8427743842150817,3,7
1.8427743842150817,4,2
1.8910212694484256,0,14
1.8910212694484256,1,52
1.8910212694484256,2,24
1.8910212694484256,3,8
1.8910212694484256,4,2
1.9172766943914352,0,14
1.9172766943914352,1,52
1.9172766943914352,2,22
1.9172766943914352,3,10
1.9172766943914352,4,2
1.920517509111257,0,15
1.920517509111257,1,51
1.920517509111257,2,22
1.920517509111257,3,11
1.920517509111257,4,1
1.9985204566291135,0,15
1.9985204566291135,1,51
1.9985204566291135,2,20
1.9985204566291135,3,13
1.9985204566291135,4,1
2.1341188513767873,0,14
2.1341188513767873,1,52
2.1341188513767873,2,20
2.1341188513767873,3,12
2.1341188513767873,4,2
2.1739946712881166,0,12
2.1739946712881166,1,54
2.1739946712881166,2,20
2.1739946712881166,3,12
2.1739946712881166,4,2
2.1858605309676298,0,11
2.1858605309676298,1,55
2.1858605309676298,2,19
2.1858605309676298,3,13
2.1858605309676298,4,2
2.1919023066093883,0,11
2.1919023066093883,1,55
2.1919023066093883,2,17
2.1919023066093883,3,15
2.1919023066093883,4,2
2.275792757457418,0,11
2.275792757457418,1,53
2.275792757457418,2,19
2.275792757457418,3,15
2.275792757457418,4,2
2.3237293715481715,0,13
2.3237293715481715,1,51
2.3237293715481715,2,19
2.3237293715481715,3,15
2.3237293715481715,4,2
2.3250355199210158,0,13
2.3250355199210158,1,51
2.3250355199210158,2,19
2.3250355199210158,3,15
2.3250355199210158,4,2
2.340384494663255,0,15
2.340384494663255,1,49
2.340384494663255,2,19
2.340384494663255,3,15
2.340384494663255,4,2
2.4084539399004883,0,15
2.4084539399004883,1,47
2.4084539399004883,2,21
2.4084539399004883,3,15
2.4084539399004883,4,2
2.44632595451762,0,17
2.44632595451762,1,45
2.44632595451762,2,21
2.44632595451762,3,15
2.44632595451762,4,2
2.4758526254635416,0,17
2.4758526254635416,1,43
