t,avgUnhap,minUnhap,maxUnhap,stdUnhap
0.008052846719391,0.49535502461150493,0.2310585786300049,0.5,0.030017602359919234
0.011560898784996818,0.4862163797629262,0.014495704068314741,0.5,0.070176297916092242
0.019524685602480885,0.48471199367763701,0.014495704068314741,0.5,0.071262486594807536
0.03558940924999207,0.48016296999122943,0.014495704068314741,0.5,0.078265057345265385
0.06972506487467217,0.47028807585078908,0.0046085422913566543,0.5,0.10252735963721943
0.08725669482856538,0.46840415243798073,0.0046085422913566543,0.5,0.1036883651631107
0.10002175241673801,0.45855448668543225,0.0046085422913566543,0.5,0.12199457142804278
0.14198651901360687,0.45247645797971631,0.0046085422913566543,0.5,0.12724280804916513
0.1575274478122015,0.44500617940685488,0.0046085422913566543,0.5,0.13496386982675496
0.19960514699621829,0.44220345045599474,0.0046085422913566543,0.5,0.14140275167497757
0.22500373976953386,0.43365944865215555,0.0046085422913566543,0.5,0.15028425999719003
0.23224473162672515,0.42929002645940395,0.0046085422913566543,0.5,0.15458238006894015
0.278280404777054,0.42459437483051959,0.0046085422913566543,0.5,0.1594193172130475
0.2830610502237071,0.42443573728921336,0.0046085422913566543,0.5,0.1593520812408826
0.3369702922606939,0.41904887140221631,0.0046085422913566543,0.5,0.16263472255431122
0.39669146796910093,0.4135616999150642,0.0046085422913566543,0.5,0.16573453211136355
0.40703646884001105,0.40481323595122654,0.0046085422913566543,0.5,0.17236250318080909
0.4169989384833463,0.39637657165076973,0.0046085422913566543,0.5,0.17774931115086265
0.42930984175571313,0.39185319061321322,0.0046085422913566543,0.5,0.17965752241427477
0.4904027602279916,0.3884006742790973,0.0046085422913566543,0.5,0.17929922654361194
0.4962466608111785,0.3866908659627708,0.0046085422913566543,0.5,0.18094028988088298
0.506204224500213,0.3782100571727971,0.0046085422913566543,0.5,0.18532198481912532
0.5076764764537571,0.37203855064921371,0.0046085422913566543,0.5,0.18652014734756867
0.5266767491725904,0.36817560101505714,0.0046085422913566543,0.5,0.18909281202668868
0.5382119180620747,0.36009548241342915,0.0046085422913566543,0.5,0.19190999702638922
0.545914949464462,0.35527701839926151,0.0046085422913566543,0.5,0.1917656107498748
0.5464478533594178,0.34611810547122318,0.0046085422913566543,0.5,0.19554384059345808
0.5861936654011407,0.34314197312523148,0.0046085422913566543,0.5,0.19616885261093667
0.6037543089705145,0.33332928530299855,0.0022073728298997453,0.5,0.2003072617600945
0.6117602937840583,0.33015901978705214,0.0022073728298997453,0.5,0.20015190019851445
0.6258489803651396,0.32871765083585514,0.0022073728298997453,0.5,0.19987141934610181
0.6519129317074615,0.32842235983166446,0.0022073728298997453,0.5,0.19963982686956966
0.6702638071475255,0.32311934609817655,0.0022073728298997453,0.5,0.2012329292886425
0.6979462342418555,0.32122015336221038,0.0022073728298997453,0.5,0.20016828272001938
0.6985266338332559,0.312200356608753,0.0022073728298997453,0.5,0.20206114341955611
