t,degree,freq
0.0024781544612765727,0,98
0.0024781544612765727,1,2
0.0512680119761232,0,96
0.0512680119761232,1,4
0.0637763478077662,0,94
0.0637763478077662,1,6
0.08013936381265482,0,92
0.08013936381265482,1,8
0.08673045948422745,0,90
0.08673045948422745,1,10
0.0904186982873659,0,88
0.0904186982873659,1,12
0.24037121289170807,0,88
0.24037121289170807,1,12
0.2518668568700242,0,86
0.2518668568700242,1,14
0.30152750526818056,0,84
0.30152750526818056,1,16
0.31325311458111893,0,83
0.31325311458111893,1,16
0.31325311458111893,2,1
0.3713972303102128,0,81
0.3713972303102128,1,18
0.3713972303102128,2,1
0.3866261597734326,0,79
0.3866261597734326,1,20
0.3866261597734326,2,1
0.4038799092063467,0,78
0.4038799092063467,1,20
0.4038799092063467,2,2
0.41233281433445135,0,76
0.41233281433445135,1,22
0.41233281433445135,2,2
0.4350538119232786,0,74
0.4350538119232786,1,24
0.4350538119232786,2,2
0.44078588433327254,0,72
0.44078588433327254,1,26
0.44078588433327254,2,2
0.45191329870509833,0,71
0.45191329870509833,1,26
0.45191329870509833,2,3
0.45705551800045185,0,69
0.45705551800045185,1,28
0.45705551800045185,2,3
0.5566501224282768,0,67
0.5566501224282768,1,30
0.5566501224282768,2,3
0.5695958671593924,0,66
0.5695958671593924,1,31
0.5695958671593924,2,2
0.5695958671593924,3,1
0.6173236735996831,0,64
0.6173236735996831,1,33
0.6173236735996831,2,2
0.6173236735996831,3,1
0.6197051328554198,0,64
0.6197051328554198,1,33
0.6197051328554198,2,2
0.6197051328554198,3,1
0.6231798746933884,0,62
0.6231798746933884,1,35
0.6231798746933884,2,2
0.6231798746933884,3,1
0.6305208695144091,0,60
0.6305208695144091,1,37
0.6305208695144091,2,2
0.6305208695144091,3,1
0.631721662817361,0,58
0.631721662817361,1,39
0.631721662817361,2,2
0.631721662817361,3,1
0.636676603991432,0,57
0.636676603991432,1,39
0.636676603991432,2,3
0.636676603991432,3,1
0.6428346080083268,0,56
0.6428346080083268,1,39
0.6428346080083268,2,4
0.6428346080083268,3,1
0.6747335429020284,0,54
0.6747335429020284,1,41
0.6747335429020284,2,4
0.6747335429020284,3,1
0.6984345887425214,0,52
0.6984345887425214,1,43
0.6984345887425214,2,4
0.6984345887425214,3,1
