t,personi,alpha,friendWeightedAvgAlpha,friendAvgAlpha,friendStdAlpha
0.002314231882265244,0,0.0,-1,-1,-1
0.002314231882265244,1,0.10000000000000001,-1,-1,-1
0.002314231882265244,2,0.20000000000000001,-1,-1,-1
0.002314231882265244,3,0.30000000000000004,-1,-1,-1
0.002314231882265244,4,0.40000000000000002,-1,-1,-1
0.002314231882265244,5,0.5,-1,-1,-1
0.002314231882265244,6,0.60000000000000009,-1,-1,-1
0.002314231882265244,7,0.70000000000000007,-1,-1,-1
0.002314231882265244,8,0.80000000000000004,-1,-1,-1
0.002314231882265244,9,0.90000000000000002,-1,-1,-1
0.002314231882265244,10,1.0,-1,-1,-1
0.002314231882265244,11,1.1000000000000001,-1,-1,-1
0.002314231882265244,12,1.2000000000000002,-1,-1,-1
0.002314231882265244,13,1.3,-1,-1,-1
0.002314231882265244,14,1.4000000000000001,-1,-1,-1
0.002314231882265244,15,1.5,-1,-1,-1
0.002314231882265244,16,1.6000000000000001,8.5999999999999996,8.5999999999999996,0.0
0.002314231882265244,17,1.7000000000000002,-1,-1,-1
0.002314231882265244,18,1.8,-1,-1,-1
0.002314231882265244,19,1.9000000000000001,-1,-1,-1
0.002314231882265244,20,2.0,-1,-1,-1
0.002314231882265244,21,2.1000000000000001,-1,-1,-1
0.002314231882265244,22,2.2000000000000002,-1,-1,-1
0.002314231882265244,23,2.3000000000000003,-1,-1,-1
0.002314231882265244,24,2.4000000000000004,-1,-1,-1
0.002314231882265244,25,2.5,-1,-1,-1
0.002314231882265244,26,2.6000000000000001,-1,-1,-1
0.002314231882265244,27,2.7000000000000002,-1,-1,-1
0.002314231882265244,28,2.8000000000000003,-1,-1,-1
0.002314231882265244,29,2.9000000000000004,-1,-1,-1
0.002314231882265244,30,3.0,-1,-1,-1
0.002314231882265244,31,3.1000000000000001,-1,-1,-1
0.002314231882265244,32,3.2000000000000002,-1,-1,-1
0.002314231882265244,33,3.3000000000000003,-1,-1,-1
0.002314231882265244,34,3.4000000000000004,-1,-1,-1
0.002314231882265244,35,3.5,-1,-1,-1
0.002314231882265244,36,3.6000000000000001,-1,-1,-1
0.002314231882265244,37,3.7000000000000002,-1,-1,-1
0.002314231882265244,38,3.8000000000000003,-1,-1,-1
0.002314231882265244,39,3.9000000000000004,-1,-1,-1
0.002314231882265244,40,4.0,-1,-1,-1
0.002314231882265244,41,4.1000000000000005,-1,-1,-1
0.002314231882265244,42,4.2000000000000002,-1,-1,-1
0.002314231882265244,43,4.2999999999999998,-1,-1,-1
0.002314231882265244,44,4.4000000000000004,-1,-1,-1
0.002314231882265244,45,4.5,-1,-1,-1
0.002314231882265244,46,4.6000000000000005,-1,-1,-1
0.002314231882265244,47,4.7000000000000002,-1,-1,-1
0.002314231882265244,48,4.8000000000000007,-1,-1,-1
0.002314231882265244,49,4.9000000000000004,-1,-1,-1
0.002314231882265244,50,5.0,-1,-1,-1
0.002314231882265244,51,5.1000000000000005,-1,-1,-1
0.002314231882265244,52,5.2000000000000002,-1,-1,-1
0.002314231882265244,53,5.3000000000000007,-1,-1,-1
0.002314231882265244,54,5.4000000000000004,-1,-1,-1
0.002314231882265244,55,5.5,-1,-1,-1
0.002314231882265244,56,5.6000000000000005,-1,-1,-1
0.002314231882265244,57,5.7000000000000002,-1,-1,-1
0.002314231882265244,58,5.8000000000000007,-1,-1,-1
0.002314231882265244,59,5.9000000000000004,-1,-1,-1
0.002314231882265244,60,6.0,-1,-1,-1
0.002314231882265244,61,6.1000000000000005,-1,-1,-1
0.002314231882265244,62,6.2000000000000002,-1,-1,-1
0.002314231882265244,63,6.3000000000000007,-1,-1,-1
0.002314231882265244,64,6.4000000000000004,-1,-1,-1
0.002314231882265244,65,6.5,-1,-1,-1
0.002314231882265244,66,6.6000000000000005,-1,-1,-1
0.002314231882265244,67,6.7000000000000002,-1,-1,-1
0.002314231882265244,68,6.8000000000000007,-1,-1,-1
0.002314231882265244,69,6.9000000000000004,-1,-1,-1
0.002314231882265244,70,7.0,-1,-1,-1
0.002314231882265244,71,7.1000000000000005,-1,-1,-1
