t,personi,alpha,friendWeightedAvgAlpha,friendAvgAlpha,friendStdAlpha
0.04305534408688469,0,0.0,-1,-1,-1
0.04305534408688469,1,0.10000000000000001,-1,-1,-1
0.04305534408688469,2,0.20000000000000001,-1,-1,-1
0.04305534408688469,3,0.30000000000000004,-1,-1,-1
0.04305534408688469,4,0.40000000000000002,-1,-1,-1
0.04305534408688469,5,0.5,-1,-1,-1
0.04305534408688469,6,0.60000000000000009,-1,-1,-1
0.04305534408688469,7,0.70000000000000007,-1,-1,-1
0.04305534408688469,8,0.80000000000000004,-1,-1,-1
0.04305534408688469,9,0.90000000000000002,-1,-1,-1
0.04305534408688469,10,1.0,-1,-1,-1
0.04305534408688469,11,1.1000000000000001,-1,-1,-1
0.04305534408688469,12,1.2000000000000002,-1,-1,-1
0.04305534408688469,13,1.3,-1,-1,-1
0.04305534408688469,14,1.4000000000000001,-1,-1,-1
0.04305534408688469,15,1.5,-1,-1,-1
0.04305534408688469,16,1.6000000000000001,-1,-1,-1
0.04305534408688469,17,1.7000000000000002,-1,-1,-1
0.04305534408688469,18,1.8,-1,-1,-1
0.04305534408688469,19,1.9000000000000001,-1,-1,-1
0.04305534408688469,20,2.0,-1,-1,-1
0.04305534408688469,21,2.1000000000000001,-1,-1,-1
0.04305534408688469,22,2.2000000000000002,-1,-1,-1
0.04305534408688469,23,2.3000000000000003,-1,-1,-1
0.04305534408688469,24,2.4000000000000004,-1,-1,-1
0.04305534408688469,25,2.5,-1,-1,-1
0.04305534408688469,26,2.6000000000000001,-1,-1,-1
0.04305534408688469,27,2.7000000000000002,-1,-1,-1
0.04305534408688469,28,2.8000000000000003,-1,-1,-1
0.04305534408688469,29,2.9000000000000004,-1,-1,-1
0.04305534408688469,30,3.0,-1,-1,-1
0.04305534408688469,31,3.1000000000000001,-1,-1,-1
0.04305534408688469,32,3.2000000000000002,-1,-1,-1
0.04305534408688469,33,3.3000000000000003,-1,-1,-1
