t,avgUnhap,minUnhap,maxUnhap,stdUnhap
0.0009150825762883534,0.497239057498157,0.2310585786300049,0.5,0.026761273159229101
0.010987510365505318,0.49723495864919537,0.2310585786300049,0.5,0.026760868510512421
0.06405990952676542,0.49382457712066513,0.16520274453974826,0.5,0.042508060412230347
0.105588778690627,0.48734055792697328,0.11953727467376563,0.5,0.062050322681019496
0.18624751352609975,0.47981373136507594,0.084269231798571709,0.5,0.080415825814947509
0.19254340175029006,0.47248032748345831,0.050979990157666966,0.5,0.094559127402640039
0.2274423553002783,0.46895041409108906,0.050979990157666966,0.5,0.099426939482987198
0.27901224436788696,0.46536259517744638,0.050979990157666966,0.5,0.10310723569268664
0.3085646780428551,0.45935689043770966,0.050979990157666966,0.5,0.11504551097188163
0.3465213916254611,0.45840453092703326,0.050979990157666966,0.5,0.11500060394424566
0.351200130933942,0.45393196365918753,0.050979990157666966,0.5,0.11778196416012923
0.369525749241156,0.45141160374765293,0.050979990157666966,0.5,0.11835565438067676
0.3717129077538518,0.45052261522182507,0.050979990157666966,0.5,0.11823225788808572
0.374272545826723,0.45051862289640582,0.050979990157666966,0.5,0.11823059239479511
0.37542934133609124,0.44393554187868511,0.050979990157666966,0.5,0.12433162811397415
0.406901874372439,0.43710659681711939,0.045301970350356324,0.5,0.13127923046147974
0.44821613385467474,0.43270516769145245,0.045301970350356324,0.5,0.1339390404747445
0.4500610652313577,0.43270108710211297,0.045301970350356324,0.5,0.13393699502294457
0.48583802616643623,0.42874635487675161,0.045301970350356324,0.5,0.13727504341330765
0.49615796499123027,0.42636400287296333,0.045301970350356324,0.5,0.13820005176398198
0.5013033980196897,0.42111080912623922,0.045301970350356324,0.5,0.14145667152812957
0.5438618963323726,0.42049050623447498,0.045301970350356324,0.5,0.14130545198493033
0.5714615902891237,0.41627100800722722,0.045301970350356324,0.5,0.14343770770903014
0.5740249567387788,0.41593461749865462,0.045301970350356324,0.5,0.14394628431341894
0.5789174840935001,0.41578204659828744,0.045301970350356324,0.5,0.14386502235260226
0.6091300772565029,0.41517117358137573,0.045301970350356324,0.5,0.1436077170429263
0.6109208693653427,0.41178575307860271,0.045301970350356324,0.5,0.14612411031698078
0.6248095495326053,0.40589987857139981,0.045301970350356324,0.5,0.14888390772096621
0.6683762315264236,0.40180216563863647,0.045301970350356324,0.5,0.15042198741883672
0.6814356667622049,0.40180086917351665,0.045301970350356324,0.5,0.1504211413395799
0.7113908936897498,0.39724693521227272,0.045301970350356324,0.5,0.1519820597664891
0.7294838860342064,0.39018775254493071,0.010134010875928245,0.5,0.15641194097764646
0.7480301181556658,0.38820737297585728,0.010134010875928245,0.5,0.15594202366380266
0.7541347881608584,0.38313801275675308,0.010134010875928245,0.5,0.15674016701226989
0.9076991823357028,0.37899010315070819,0.010134010875928245,0.5,0.15949051397572434
0.9909475109976558,0.37831450108642206,0.0061418404227328027,0.5,0.1606109041475732
1.0317803089277178,0.37224815760081031,0.0061418404227328027,0.5,0.163250949673899
1.06667344372556,0.36563248092938599,0.0061418404227328027,0.5,0.16484171008991211
1.069429408032875,0.36517847112826879,0.0061418404227328027,0.5,0.16472227617424834
1.0884971193868942,0.35908016905549667,0.0061418404227328027,0.5,0.16879873729493672
1.119616090584507,0.35232147384792334,0.0061418404227328027,0.5,0.17077338682099247
1.126986560127342,0.34986183162107098,0.0061418404227328027,0.5,0.16953741345731302
