StartTime,EndTime,Source,Target,weight
15.601863617491535,15.606873164197564,1,10,0.11812691058282676
15.606873164197564,16.312813563210536,1,10,0.11812691058282676
16.312813563210536,16.368657693931116,1,10,0.11812691058282676
16.368657693931116,16.71274833036727,1,10,0.11812691058282676
16.71274833036727,17.319164222601476,1,10,0.11812691058282676
17.319164222601476,17.392468979530037,1,10,0.11812691058282676
17.392468979530037,17.450656753530293,1,10,0.11812691058282676
17.450656753530293,17.674056135703328,1,10,0.11812691058282676
17.674056135703328,17.94946634698765,1,10,0.11812691058282676
17.94946634698765,18.077661210902864,1,10,0.11812691058282676
18.077661210902864,18.53353856400253,1,10,0.11812691058282676
18.53353856400253,18.54270657188074,1,10,0.11812691058282676
18.54270657188074,18.702856239934363,1,10,0.11812691058282676
18.702856239934363,18.809816168331146,1,10,0.11812691058282676
18.809816168331146,18.927801654561094,1,10,0.11812691058282676
18.927801654561094,18.951236600944547,1,10,0.11812691058282676
18.951236600944547,19.370545928945653,1,10,0.11812691058282676
19.370545928945653,20.11525547133174,1,10,0.11812691058282676
20.11525547133174,20.344886940856146,1,10,0.11812691058282676
20.344886940856146,20.64678970585138,1,10,0.11812691058282676
20.64678970585138,20.65152644198917,1,10,0.11812691058282676
20.65152644198917,20.960782395708343,1,10,0.11812691058282676
20.960782395708343,20.98393119192338,1,10,0.11812691058282676
20.98393119192338,20.99219335574799,1,10,0.11812691058282676
20.99219335574799,21.590888495212184,1,10,0.11812691058282676
21.590888495212184,21.81984386824343,1,10,0.11812691058282676
21.81984386824343,21.89243958807388,1,10,0.11812691058282676
21.89243958807388,22.437279520761226,1,10,0.11812691058282676
22.437279520761226,22.535431522460378,1,10,0.11812691058282676
22.535431522460378,23.35027861348429,1,10,0.11812691058282676
23.35027861348429,23.358103516562103,1,10,0.11812691058282676
23.358103516562103,23.45210556140433,1,10,0.11812691058282676
23.45210556140433,24.113846972179655,1,10,0.11812691058282676
24.113846972179655,24.17281425894605,1,10,0.11812691058282676
24.17281425894605,24.531133796011694,1,10,0.11812691058282676
24.531133796011694,24.599426567412827,1,10,0.11812691058282676
24.599426567412827,24.689494313514157,1,10,0.11812691058282676
24.689494313514157,24.978921963026508,1,10,0.11812691058282676
24.978921963026508,25.20591658696511,1,10,0.11812691058282676
25.20591658696511,25.806330375629383,1,10,0.11812691058282676
25.806330375629383,26.774168041725176,1,10,0.11812691058282676
26.774168041725176,26.869658282003012,1,10,0.11812691058282676
26.869658282003012,27.08805190659229,1,10,0.11812691058282676
27.08805190659229,27.116566875987235,1,10,0.11812691058282676
27.116566875987235,27.409291795879266,1,10,0.11812691058282676
27.409291795879266,27.60497842519636,1,10,0.11812691058282676
27.60497842519636,27.697309718826222,1,10,0.11812691058282676
27.697309718826222,28.213959381283036,1,10,0.11812691058282676
28.213959381283036,28.416406666580336,1,10,0.11812691058282676
28.416406666580336,28.74233482155607,1,10,0.11812691058282676
28.74233482155607,29.422404098958896,1,10,0.11812691058282676
29.422404098958896,30.311126899839742,1,10,0.11812691058282676
30.311126899839742,31.3075117841288,1,10,0.11812691058282676
31.3075117841288,31.427325251222722,1,10,0.11812691058282676
