spread,sSum,sInvSumInv
10,1.1218646355511717,0.00072494915901767784
10,0.36413156602166979,0.00021030355942065372
10,0.12814167284593797,7.5746481003931431e-05
10,1.0279641555029759,0.00018789554077812146
10,0.61590196811691267,0.0001241190798934124
10,0.16618053485753348,0.00095852712738525353
10,0.16133921178769656,0.00032567132249887258
10,0.12878265934035327,0.00069334077093354397
10,0.12859827236150906,4.6129956755541605e-05
10,0.53531471605379954,0.00097766904914893061
10,0.46444322695342699,0.00042245721819751035
10,0.44286962206437713,9.3578505675591953e-05
10,1.1916594730411365,0.0009501925801467492
10,1.4112241623864543,0.00066262847037233815
10,1.372739432483187,0.00080719064669320208
10,0.030315044705953087,4.9818341031412253e-05
10,0.4365783939992659,0.00068643874855586436
10,1.2162636612886317,0.00066986297851643587
10,0.89873857829909909,0.00074096324888598677
10,0.13564303607783618,0.00014941818293213419
10,0.13288409755733871,9.3545495856528702e-05
10,0.096461454062860719,0.00013706840682069446
10,0.552030195491925,0.0035919345021874832
10,0.13013418786132991,4.3495899130425586e-05
10,0.43169524251188357,0.0014781121732772478
10,0.24256764439834416,0.001154357027708066
10,0.31425812583016011,0.00055249670346847475
10,1.4764280900046987,0.003227644093809808
10,1.6750807164675339,0.0010242028577465061
10,0.23473554029126925,0.0004834552555648876
10,0.2260787032094595,0.001490056089377209
10,0.77455970482734293,0.0020587848891095348
10,1.1946223510098246,0.00074169090075699214
10,0.20520249866560969,0.00062591220670734802
10,0.32136757225282014,0.00038759924917884544
10,0.56166859682194414,0.00021528818286328048
10,1.1097717639702238,1.5529587069017077e-05
10,0.34350242621670979,0.001644995119738915
10,0.40740643620074107,5.954815135699699e-05
10,0.18282737788264575,0.00015078255700344176
10,0.37720337887190636,0.00063295038544767114
10,0.8379057107872252,0.00027325964871580349
10,0.37940883093145017,0.0016184828401598198
10,1.0172966103549244,0.00037357130600508044
10,0.78954569069810288,0.00062319192105637314
10,0.17752563344737499,0.00044856647731210403
10,0.31303535339361821,0.00027699290866402141
10,0.42857831604509339,6.6693365519134593e-05
10,0.46949749027385329,0.00023547271503968995
10,0.74221751049646467,8.3443306154853334e-05
10,0.72541824593322279,2.7141887524541296e-06
10,0.82081103627107244,0.00080974535691129279
10,0.32689348054878042,0.00019272029316172445
10,0.20584842425519623,0.00011176473777511941
10,0.64538884386614259,0.0021104896944085846
10,0.25877393348157274,7.9284418302681645e-05
10,0.33980797556710624,0.00020215663009952133
10,0.97147124997754253,0.00033182490465307564
10,0.13996854688211369,0.00020613737204020285
10,1.2606492286284907,0.0017973724484260521
10,1.3204463159422857,0.00094129107051895019
10,0.65175589587207627,0.0004378417961573459
10,1.1690027947667336,0.00072210310454144352
10,1.2798930643613149,0.00013581683702752824
10,0.86241021152150776,0.00015220029338789881
10,0.16404228739841581,0.00020811218511416259
10,0.4108444495974547,0.0016799706169903005
10,1.0225013369311637,0.00015715311603609294
10,0.22346954825356918,0.00020752757829483389
10,0.34194414237613774,0.00034732494801523845
10,1.1019333711964103,0.00084067386599568944
10,0.072558163142887599,9.223094870131445e-05
10,1.0399852503950477,0.00045002547798482831
10,0.9012922436296118,0.0019040109033507224
10,0.16443828653758508,0.0005232186613096675
10,0.19383174615230053,0.00028686366085858497
10,0.35756984704696904,0.0015244024034246385
10,0.25674638089806595,0.00060304620085803212
10,0.35384126783833969,0.00014730418853428599
10,0.34431701941005893,0.00061142543542638556
10,1.0404948821892535,7.7829232211949257e-05
10,0.84942271864602059,0.0007027942248287167
10,1.1642255417179077,0.00090421347286986312
10,0.22559669082102862,0.00059850366943456411
10,0.3222919899504807,0.00083846352416135582
10,0.16280260996683826,0.00028590961332716655
10,0.65629107189566871,5.9664012539977611e-05
10,0.25452391367348626,0.00014807124364394649
10,0.20440922359550118,4.1669813871392179e-05
10,1.0181995354760927,0.00011225333438569274
10,0.35607543813428433,0.00027455228260678466
10,0.84899494388128449,8.3889466983868278e-05
10,0.16158179546065549,0.0003754359129195785
10,1.2964775693673352,0.00031380533994754907
10,0.1676019209516913,0.0010370423686821995
10,0.075672474234540321,9.9694844228871135e-05
10,0.14811158845448297,0.00062244863487095458
10,0.24997167943920851,0.0014999565440700286
10,0.72013584581241563,0.0011358554870019779
10,0.44965188498862207,0.00052058678450530357
10,0.078942528855765415,1.141811914831696e-05
10,0.25369979182737351,0.0001760130053656449
10,0.14310272775304411,8.4699943046682022e-06
10,0.48049420363270245,0.00020424999402014624
10,0.59858091290506776,0.001821418208392664
10,0.13063008794055736,7.2178458624542124e-05
10,0.38776485767775837,0.0018082115655273948
10,0.94038958396881078,0.0010226325867911563
10,0.48164080674370974,0.00049186657490723205
10,1.0403555275740102,0.001196528956566419
10,0.19671364223768228,0.00075897345514000861
10,0.54912413245420955,0.00014865034964792629
10,0.85935162086870198,3.4292620812113139e-05
10,0.40342800675606233,0.00069968944686738942
10,0.19028189274371765,0.00012378276707812638
10,0.034238241959818561,4.2934016042196664e-05
10,1.0416378589065816,0.00011671581655260329
10,0.38758129810822828,0.00041713345106943986
10,1.1650660160046913,0.00077758487422902674
10,0.49104282437083868,0.0012272234061339628
10,1.2861747328724642,0.00039856468191194815
10,0.44982162296809269,0.00023872203546152043
10,0.18358775724001219,0.00053769440475582501
10,0.24974573623618357,0.00038038372043418809
10,0.70129802314094936,0.00027126557928439435
10,0.88916794550258393,0.00058305801541146791
10,1.1867141311129543,0.00077872001788493062
10,1.1103230765984045,0.00078158270362580959
10,0.37715791364547097,0.0020514695343325957
10,0.28187001791237071,0.00044778214114880443
10,0.18822075120494858,0.0011814361805551781
10,0.14285749621975524,0.000215036557769119
10,0.38302998332240512,0.00037087037595211615
10,0.3630813706817117,0.00067497863680100083
10,0.86218832201883699,0.000196384399948233
10,1.176502326471963,0.0018449793737950119
10,0.9477281207165732,2.1375901870410575e-06
10,0.90587243266271678,0.00031602925161403631
10,0.31560679288621502,0.00010308971615742546
10,0.29769216824584294,0.00073271124118065144
10,0.17512577409902497,0.0001292231475651195
10,0.82515935991050282,3.5577692845805774e-05
10,0.18375969128998293,0.00026127743179061007
10,0.43176884693306922,0.0011059257670614103
10,0.95274524007568551,0.0033890217137050086
10,1.0521160261829516,3.2858425664678875e-05
10,0.32749146941535484,0.00045384906864770664
10,0.37226481481173873,0.00027889476704132923
10,0.2681850701125878,5.295072194943042e-05
10,0.25269785205342427,0.00063271801580987294
10,1.3556661409159019,0.00087219639923001547
10,1.4736481516385522,0.00051587860521216976
10,0.31897307921236434,0.0010212384361848502
10,0.27368887765644934,0.00027313303938257793
10,1.2485894186137032,0.0012246365240269918
10,0.87143582987612955,0.00015793907701698695
10,1.3123405854910617,0.0011677773326752687
10,0.59150462047038976,0.0011854917952397891
10,1.2273467047020565,0.0012389338897412351
10,0.34834368826279305,0.00093338398707997242
10,0.86843837543615532,0.00039183995955383141
10,0.60082007920339575,9.8134296667808679e-05
