spread,sSum,sInvSumInv
10,0.18455274531214549,0.0011993228370944533
10,0.82148483165223696,0.00087424824074627903
10,1.2526111341783164,6.2260296890391574e-05
10,0.13670866022413508,0.00019479892452721906
10,0.71995004366205273,0.001110824786070719
10,0.17526878132998519,0.00059590205545873866
10,0.98189903174760818,0.00054153699611814046
10,0.12563959627134902,4.430941112187355e-05
10,1.1329924262453306,0.00051899251129693493
10,1.0562257225629068,8.0676008717136684e-05
10,0.80752454092982129,0.00015709841174367306
10,0.42444446923034734,0.00091188800096681573
10,1.1927751099786088,0.00019506280605378193
10,0.066324403180918756,7.5243244577572494e-05
10,0.8567394336360098,0.00086326947470822776
10,1.1045092531620682,0.0002190373020846225
10,0.13701085518911954,3.4596406285154891e-05
10,0.8756505096101409,0.00027775505056155188
10,0.16158775896599931,0.00013284671727031012
10,0.42107859918063545,0.00078211386342591743
10,0.092923893998942686,0.00012159242369816891
10,0.27039241976643968,0.0010047397836751659
10,0.14630928316484515,0.00013531434265761524
10,0.98523014621462823,9.8673389563408369e-05
10,1.2601743114277633,0.00028401208628439818
10,0.92447244212797897,0.00014294521671772551
10,1.5124046273440708,6.4550479392166735e-05
10,2.148522221213494,0.0024423723788710369
10,0.22480334229397159,0.00059850951578549298
10,1.1968036883598059,0.001099963982145854
10,1.0799159540646373,1.9919953918812871e-05
10,0.42579546831623172,0.0010302908419647376
10,1.0386870256119654,0.0011606727161948297
10,0.20722234547364982,1.2700372697085603e-05
10,0.93091845242201321,0.00049653079151723448
10,0.26459304375557646,0.00023526924290963221
10,0.85526170375733257,0.0012255272160791579
10,0.38476634071751131,0.00095868146819812271
10,0.19964474042032238,0.00058853285130357593
10,0.44746619199189341,0.00069201890384340504
10,0.36613079299777845,0.0001262670387809803
10,0.81671735591579075,0.00077574327460046256
10,0.15371766003436721,0.00076811887304997013
10,0.58343114506862404,0.0012812907304820065
10,0.3455498948610492,1.0918016723304879e-05
10,0.18869815595766831,0.00010154845489384367
10,0.58377539583249005,5.843307696413623e-05
10,0.12763473127495611,0.00020786989254055005
10,0.05304518386058954,1.6832858088062229e-05
10,0.20161219111663659,0.00068574264616937878
10,0.42137174212297451,0.001136286420493679
10,0.59160314557127913,3.0332046606218071e-05
10,0.1608232427960396,0.00013345934340205681
10,0.21109638953853227,0.00049053383982418917
10,1.158488556537582,0.0011590377130429445
10,0.55527819652065835,0.00033992119994036421
10,0.75311417666452662,0.00062117189490996493
10,0.16677120937970463,0.00014878460363554159
10,0.44646901690560364,0.00018589549723339649
10,0.97892551479643375,0.0011315304588156358
10,1.0503217666694895,0.00039961919971332702
10,0.26955563621216094,0.00092894995041655859
10,0.37937341780978212,0.00091919982712727357
10,0.32135070441418118,0.0017722155422282878
10,0.14434301038002767,0.00044854349219709111
10,0.67642810281645338,6.8919468059103542e-05
10,1.024159281130292,0.00094734656190987817
10,0.33438735634071615,0.0010985121391927696
10,0.39490060232834856,0.00080762053424641978
10,0.65541420906509618,0.0015821747053854861
10,0.31304517969040596,0.0021679816739218921
10,1.0115265368824651,0.00081931972419024986
10,0.30992521624658198,0.00077606320931918288
10,0.54638889179926464,0.00025217510248755717
10,1.2406559250502729,0.00092249692405326118
10,0.39435982406784059,0.00099616630686006073
10,0.2372958049775199,0.00077572454176628308
10,0.33777085232564308,0.00087950576024278825
10,0.049382034937032471,0.00013223502419388138
10,0.27795678862501866,0.00012254020578983827
10,0.76574866641242512,0.00016119077458782763
10,1.3707894093920627,0.0021844106509312012
10,0.078154032578226451,0.00024508081871351864
10,1.1123808979139951,0.0045188772797268122
10,0.8353830836514653,0.00030939127842676868
10,0.13407081300612078,0.0003605709291421636
10,1.6128353909395969,0.00013557527088095444
10,0.83974195194844115,0.0024223227810845878
10,0.9096201510139772,0.0019879274093896919
10,0.19795492060377634,0.00025162004526035794
10,0.2600540231062326,0.00022982637477413716
10,1.0487423843769181,0.00062353797350043864
10,0.76973075171541505,0.00040531602097800684
10,0.086062876114247677,2.4322146902371886e-06
10,1.0869549433905652,0.00010028928604811806
10,0.19117985426707629,0.00016727546423367549
10,0.52411356642320417,0.00095503194134545966
10,1.1015815806736247,0.00035280633283192489
10,0.61159663557691679,0.00030916327123233699
10,0.38844717332407691,0.00074869571561439604
10,0.6367652918765313,0.00093780590820189758
10,0.54200731030422888,0.00055261559505645995
10,1.1569015846350614,7.1864279047342996e-06
10,0.38022124304852944,0.00088087216965252065
10,0.1995491911804998,0.00060413315810237198
10,1.242870911340725,0.00044141748841669299
10,0.066854887583479017,6.1233254732345367e-05
10,0.19645601686112296,0.00051894481726000394
10,0.54479019465602929,0.00080450803638040672
10,0.71867194938586265,0.00039017400220298819
10,0.38926145546270891,0.00039387663419859455
10,0.42250319586953639,0.0013362094544207104
10,1.1635713142864093,0.00012204515389086133
10,0.15192496543767903,9.3555197793688459e-05
10,0.29380011993062483,0.00072110109532912668
10,0.73147217702488865,0.0005328601444866708
10,0.40106101695762786,0.00090821202410900433
10,1.4104446187951141,1.9046334278366625e-05
10,0.86761360833035062,0.0012451432999702483
10,1.1327406835967002,0.00074416078403054557
10,0.7692338099697269,0.00046880812487302601
10,0.51322964348302846,0.00033177324990797029
10,1.0268049231865861,5.9376531433233318e-05
10,0.42203010680577541,0.00082783093757412857
10,0.33295911848401522,0.0003172734577522941
10,0.28763877414315447,0.00063785689280172276
10,0.17927440471885997,0.00053434783785432358
10,0.59622371643426786,0.00043594707011500907
10,0.49413949437465299,0.0025547350762527652
10,0.22327961053517503,0.00064472308856881183
10,0.21274053867996356,0.00055473968844531579
10,0.86866218941308915,0.00051220680190532076
10,0.29685354266451941,0.0015429497817724209
10,0.12355588461644357,0.00049212129064608976
10,0.32217409663982471,0.00042457759882727313
10,0.6920910784828388,0.0031251755856072224
10,0.14852163734530488,0.000165843664138755
10,0.26286225037578864,0.00053352753666120755
10,0.97622712233120668,0.00043972260873222145
10,0.32545456622261243,0.0012158478291907238
10,0.15939277802859336,0.00024653371300883443
10,1.2722467502738575,0.00065251439221044531
10,0.19623518941963597,0.00077914595175722649
10,0.15120006822052567,0.00039534588713003904
10,0.43203936144156502,0.0006412868365508076
10,0.2821264721274227,0.00010437108606300754
10,1.2005446652736831,0.0012424376253847671
10,1.0303105652736138,0.00012381582012000283
10,0.75638807862220769,0.0012885696006534767
10,0.30757993055114041,0.00014735238269179636
10,0.37434549817631912,0.0002547136269197841
10,0.83030237715788158,0.00050208951009635735
10,0.1423043806206053,0.00039099893704929432
10,0.27156852151455801,3.994275057487051e-05
10,0.2637098459167152,0.00027898018936986979
10,0.20097842449367354,5.570419473624131e-06
10,0.47027896165258865,0.00041788205573773816
10,1.8526984058966942,0.0013116868776304703
10,0.23179110330356839,0.00026811475504300475
10,0.41739639603685685,0.00045859282910949321
10,1.2989600535910948,0.00065158746522362906
10,1.7056710842083036,0.0013604893411049656
10,0.53004625281980311,0.0004652800875276057
10,0.27757717820757238,0.0014294217712260036
10,0.35062388864531302,0.00010396324662932706
10,0.63212491075884247,0.0018536581485004676
10,1.1859181306543043,3.7450958851628897e-05
10,0.15598611558246878,0.00022968026578352747
10,0.31599808126018042,0.00067270590467643327
10,0.76156399073277403,0.00060200034274922461
10,0.19944487507153918,0.00052721045176766523
10,0.38529259814517824,6.2265320902204112e-08
10,0.3131870442720131,0.00084722821228261434
10,0.44180030145948274,0.00059016446354801389
10,0.78213884960609603,0.0004714099564920081
10,0.47858149615597012,0.00023023914498803349
10,0.90633639448806114,0.00085089432411423018
10,0.29336848925206715,4.1129783032834379e-05
10,0.81111664215211909,0.00056076018976656422
10,0.54415400748442222,2.9509233777904443e-05
10,0.14572027706424384,0.00058895669160474425
10,0.76238675360499031,0.00089519759795403918
10,0.64639676724727568,0.0027405579398766151
10,0.26532920971002588,0.00051538434736154287
10,0.25547573847345811,0.0012136634785978287
10,1.2052793014662941,0.0014813530199069159
10,0.92224050186904716,4.9899316817191952e-05
10,0.39719059375880594,0.0012915522745729226
10,0.33358592985691216,0.0016702632543732809
10,0.2760514089867715,0.00029703314875725753
10,0.22428113726479715,8.834895494650161e-05
10,0.27910823633137083,0.00033244511666596064
10,0.45587553061327007,0.0019835130636094199
10,0.26526930469905469,6.3373319466751845e-05
10,0.84107081502338188,2.1867093554984515e-05
10,0.38350168629245052,0.00042250861622338107
10,0.20377607711160312,0.00035664037520897606
10,0.23622746379226356,2.23632838291097e-05
10,0.48484463452657367,0.00080165897116152383
10,0.7112331867126952,0.00024801973964054275
10,0.18026468021481962,0.00012212931936554614
10,0.12987657166931327,0.00076978129177387685
10,1.0370215491366102,0.00153299729131982
10,0.70761003752211238,0.0011162469763967358
10,0.27219368319673132,0.00046689045988375653
10,0.80164568507974066,0.00039376987634719493
10,0.14023207540394128,0.00020011882954919526
10,1.2162529687857551,0.00073460398973593808
10,0.88612902207401301,0.00081816962713785705
10,0.2660648306309642,0.0016933439478940902
10,0.98492439900848427,0.00034066431189613941
10,0.45793846928212778,0.00022486182024863253
10,0.0513189642551512,0.0001028126999064681
10,0.51870405265677477,0.00070524933034593206
10,1.1141866538647196,3.5379479092810144e-05
10,0.14044784099874036,0.00064941081645952413
10,0.49083661130669554,0.0011748987736895258
10,0.12346177714911044,0.0005053178625754409
10,0.69075589744753985,0.00036500237123017216
10,0.1927029589158904,0.00058286728201032258
10,0.24843573503326022,0.00045311042071263433
10,0.66304245060847,0.0026079695041891868
10,1.2290543505414444,0.0009186278921706107
10,0.68060212402849429,0.00041020423278444011
10,0.1166639737152429,0.00024605958905941195
10,0.29673029842828608,0.00010370684148223133
10,0.35424254496083968,0.00053441798621400144
10,0.88576117282547817,0.00049274762440647713
10,0.34792230397952539,0.00029249285736586552
10,0.28419857257139453,0.00042211803756545484
10,0.1766514180346419,0.00069912527403936486
10,0.43313355514562274,0.001307312046655359
10,0.34325596850989931,0.0021934370452352005
10,0.53947133752954946,0.00099777525192872138
10,0.28584042796345022,6.2744529602223059e-05
10,1.0834706108706929,0.00030958028430060769
10,0.13148661896539388,5.6458785270987871e-05
10,1.1931626022750228,0.00022552295217640893
10,1.0913080249179692,0.00062529881022014568
10,0.091739452181159364,0.0003182811563356332
10,0.84532509032226577,0.0011731187393424862
10,0.20548734408057684,0.00010794617888141722
10,0.11381959359527832,0.00025619594661391494
10,0.41196610069839318,0.00097906952675773612
10,0.91222978234889407,0.00036745798934692737
10,0.27530652343805218,0.00032862444050497003
10,0.034073242761408717,9.284450404691359e-05
10,1.0922155161535119,0.0009934011057570755
10,0.23349351381655309,0.00042144387233020571
10,0.975201492623744,0.0011401058816777757
10,1.8242350047604763,0.00076660856242753066
10,0.15603861186501217,3.0419760393045097e-05
10,0.17993025332164408,0.0001870857227457568
10,1.3262148227132036,0.00088187827519895629
10,0.11908433279306441,0.00035023682781558867
10,0.16760972360023679,0.00038088492975600391
10,1.0885814722997043,0.003327746905508867
10,0.14268464696740302,0.00091827091398324011
10,1.1454151091814269,0.0018349506832479332
10,0.62083952596323055,0.00061396446165951557
10,0.067305045823987775,0.00023769013482389671
10,0.16656790666053423,0.0002707106419316114
10,0.37147390616614712,0.00034981525163715123
10,0.64737656703578217,2.0166958507672077e-05
10,0.19202592331725998,0.00020198426819675294
10,0.3347601143520279,0.00020629395470556447
10,1.3884448492488684,0.00044775752405144814
10,1.1386153717898291,7.3500959450298464e-05
10,0.41716445641558603,0.0013097139560575763
10,0.18853717808719317,0.00056010824311836455
10,0.13097223223770033,0.00037257570557477687
10,0.25510329836581785,0.00052123799403069849
10,0.7825354972040004,0.0013355778215859509
10,0.1251841158302216,0.00093116497155606266
10,0.49889752376175678,0.00083389018846633119
10,0.32206884991107759,0.0005589259832897524
10,0.42655999333220551,0.00044485348535163897
10,0.96770426034894641,0.00015875749299280799
10,0.13388186595297102,0.00021149109889199367
10,0.30432833595295206,0.00026956562073898705
10,0.69897889798709534,0.00096123365831232959
10,0.79346322516466961,8.9727008990887343e-05
10,0.67681959600438735,0.0002997899646428135
10,0.22072250609002703,0.00048023131611818064
10,0.31592770220500671,0.0011490332842243605
10,0.78316884784300189,0.00078783916585973169
10,0.83126366472418145,0.00097209752440723433
10,0.39229846313343492,0.00049466906855872726
10,0.22632801271790848,0.00062864428226024754
10,0.057992814537046022,0.00019030502929386561
10,0.24645056688407213,0.00094262838483014425
10,0.46169340640538464,2.2928396323247093e-05
10,1.1551574724281544,0.000190549380305821
10,1.1793523916984909,0.00042862187113920902
10,0.29468674944460144,0.0003760044765411654
10,0.98506094450005421,0.00019424296635920028
10,0.26096864528077807,0.0011948888296649273
10,1.5459144050153417,0.004897113623687087
10,0.41423191083008204,0.00041098593826914087
10,0.36274554213690191,0.0013125752977085027
10,1.1495809634272605,9.2396630763788573e-05
10,0.32205866379992393,0.0016262463939072838
10,0.8317565158971052,0.000501238781847479
10,0.39728612531713225,0.00061947927255202775
10,0.71961613566453109,0.00049363905985324902
10,0.19113278484450597,0.00019759217220717001
10,0.24867533025624211,3.3445089986059683e-05
10,0.31223289997518161,0.00069901409025802607
10,0.93578228442569955,0.0001422218332264891
10,0.77280776419937713,8.0115129866959957e-06
10,0.44207703643914881,0.0023865037764568284
10,1.1513258379649591,0.0004329732207811552
10,1.1070439852779237,8.749973136125038e-05
10,0.42598060484995764,0.00087706995185333537
10,0.43142675425789978,0.00031503479149322324
10,0.7773099173851532,0.00077142609504197274
10,1.2357948669828609,5.5318984529413115e-05
10,0.58551837548584362,0.00050573514967637123
10,0.20503800681918916,0.00018572137565015496
10,0.97823460360240555,3.4494642062137512e-05
10,0.18639483895358677,0.00089944989342117317
10,0.37994048183943541,0.0010378567973727286
10,0.169236425509527,0.00032073656829625778
10,0.24630496594249912,0.00079946890911159548
10,0.24129544437360956,0.00037960563522937239
10,0.13022206589761448,7.8229887682630417e-05
10,1.3189054439121202,0.00065634517232430838
10,0.9210501572862988,0.00081551253938763591
10,0.46487187951569264,0.00026664466232898616
10,0.55123266836893436,0.00079125863241403865
10,1.0914092024608062,0.00023237769149721171
10,0.6971376214951972,0.00060269446273688112
10,0.37790575568463025,0.00046363327123090348
10,0.14715058080389526,1.5872270973210898e-06
10,0.7403737083248898,3.8403005700947694e-05
10,1.0587435022284668,5.5749016228849412e-05
10,0.40022745309275737,0.0007566118008601651
10,1.1322807871508349,0.00061959807059818784
