t,degree,alpha
0.0016893287746566651,0,6.4034068805425459
0.0016893287746566651,0,4.5091310162535203
0.0016893287746566651,0,3.8077792020693675
0.0016893287746566651,0,5.023800817510673
0.0016893287746566651,0,6.1264070592192432
0.0016893287746566651,0,3.2801355785113628
0.0016893287746566651,0,7.8428324567655086
0.0016893287746566651,0,0.93215744302620251
0.0016893287746566651,0,6.1508587755130293
0.0016893287746566651,0,7.8384231666272042
0.0016893287746566651,0,6.6302653461813748
0.0016893287746566651,0,4.5801625467027689
0.0016893287746566651,0,7.0957641477383566
0.0016893287746566651,0,4.0596304872549753
0.0016893287746566651,0,5.8490777137012149
0.0016893287746566651,0,3.8243427358495468
0.0016893287746566651,0,4.9195067357841102
0.0016893287746566651,0,6.6692612094675763
0.0016893287746566651,0,5.3749383840407878
0.0016893287746566651,0,2.9116810982872634
0.0016893287746566651,1,3.3519489173663741
0.0016893287746566651,0,0.54257043609207845
0.0016893287746566651,0,1.0708969724463966
0.0016893287746566651,0,2.716323301392682
0.0016893287746566651,0,4.0023883089345027
0.0016893287746566651,0,7.8276617211540875
0.0016893287746566651,0,5.5993804836351373
0.0016893287746566651,0,10.690474167912363
0.0016893287746566651,0,10.35922468922737
0.0016893287746566651,0,9.4806575513572362
0.0016893287746566651,0,7.1263040153695805
0.0016893287746566651,0,10.905471463582916
0.0016893287746566651,0,8.7187300914736863
0.0016893287746566651,1,9.9646641512282219
0.0016893287746566651,0,10.639714465815475
0.0016893287746566651,0,11.720845803266652
0.0016893287746566651,0,6.5259502279022001
0.0016893287746566651,0,9.6462988445376414
0.0016893287746566651,0,10.134008790617917
0.0016893287746566651,0,5.9862523614672369
0.0016893287746566651,0,5.5152687001164757
0.0016893287746566651,0,7.4783191773544786
0.0016893287746566651,0,9.1929686820813572
0.0016893287746566651,0,8.5391114521481484
0.0016893287746566651,0,8.6190864561521146
0.0016893287746566651,0,7.4326771279656487
0.0016893287746566651,0,11.257529107349216
0.0016893287746566651,0,5.8788106342079551
0.0016893287746566651,0,8.2513811758051165
0.0016893287746566651,0,10.689225225892919
0.03635556855767494,0,6.4034068805425459
0.03635556855767494,0,4.5091310162535203
0.03635556855767494,0,3.8077792020693675
0.03635556855767494,0,5.023800817510673
0.03635556855767494,0,6.1264070592192432
0.03635556855767494,0,3.2801355785113628
0.03635556855767494,0,7.8428324567655086
0.03635556855767494,0,0.93215744302620251
0.03635556855767494,1,6.1508587755130293
0.03635556855767494,0,7.8384231666272042
0.03635556855767494,0,6.6302653461813748
0.03635556855767494,0,4.5801625467027689
0.03635556855767494,0,7.0957641477383566
0.03635556855767494,0,4.0596304872549753
0.03635556855767494,0,5.8490777137012149
0.03635556855767494,0,3.8243427358495468
0.03635556855767494,0,4.9195067357841102
0.03635556855767494,0,6.6692612094675763
0.03635556855767494,0,5.3749383840407878
0.03635556855767494,0,2.9116810982872634
0.03635556855767494,1,3.3519489173663741
0.03635556855767494,0,0.54257043609207845
0.03635556855767494,0,1.0708969724463966
0.03635556855767494,0,2.716323301392682
0.03635556855767494,0,4.0023883089345027
0.03635556855767494,0,7.8276617211540875
0.03635556855767494,0,5.5993804836351373
0.03635556855767494,0,10.690474167912363
0.03635556855767494,0,10.35922468922737
0.03635556855767494,0,9.4806575513572362
0.03635556855767494,0,7.1263040153695805
0.03635556855767494,0,10.905471463582916
0.03635556855767494,0,8.7187300914736863
0.03635556855767494,1,9.9646641512282219
0.03635556855767494,0,10.639714465815475
0.03635556855767494,1,11.720845803266652
0.03635556855767494,0,6.5259502279022001
0.03635556855767494,0,9.6462988445376414
0.03635556855767494,0,10.134008790617917
0.03635556855767494,0,5.9862523614672369
0.03635556855767494,0,5.5152687001164757
0.03635556855767494,0,7.4783191773544786
0.03635556855767494,0,9.1929686820813572
0.03635556855767494,0,8.5391114521481484
0.03635556855767494,0,8.6190864561521146
0.03635556855767494,0,7.4326771279656487
0.03635556855767494,0,11.257529107349216
0.03635556855767494,0,5.8788106342079551
0.03635556855767494,0,8.2513811758051165
0.03635556855767494,0,10.689225225892919
0.12175525730081396,0,6.4034068805425459
0.12175525730081396,0,4.5091310162535203
0.12175525730081396,0,3.8077792020693675
0.12175525730081396,0,5.023800817510673
0.12175525730081396,0,6.1264070592192432
0.12175525730081396,0,3.2801355785113628
0.12175525730081396,0,7.8428324567655086
0.12175525730081396,0,0.93215744302620251
0.12175525730081396,1,6.1508587755130293
0.12175525730081396,0,7.8384231666272042
0.12175525730081396,0,6.6302653461813748
0.12175525730081396,0,4.5801625467027689
0.12175525730081396,0,7.0957641477383566
0.12175525730081396,0,4.0596304872549753
0.12175525730081396,0,5.8490777137012149
0.12175525730081396,0,3.8243427358495468
0.12175525730081396,0,4.9195067357841102
0.12175525730081396,0,6.6692612094675763
0.12175525730081396,0,5.3749383840407878
0.12175525730081396,0,2.9116810982872634
0.12175525730081396,1,3.3519489173663741
0.12175525730081396,0,0.54257043609207845
0.12175525730081396,0,1.0708969724463966
0.12175525730081396,0,2.716323301392682
0.12175525730081396,0,4.0023883089345027
0.12175525730081396,1,7.8276617211540875
