endTime,fLength
9.017683047850355,7.498315072180892
9.017683047850355,7.498315072180892
10.235423904594883,5.147854243829585
10.235423904594883,5.147854243829585
12.330838798346333,1.7404809338694864
12.330838798346333,1.7404809338694864
15.533282406645325,13.82961159817601
15.533282406645325,13.82961159817601
26.374741091262848,22.39927982676612
26.374741091262848,22.39927982676612
30.09769805302895,27.363707840288374
30.09769805302895,27.363707840288374
42.93638535405898,15.313713022317309
42.93638535405898,15.313713022317309
49.785835065743136,4.117060299425347
49.785835065743136,4.117060299425347
52.856742874749166,52.808809433028344
52.856742874749166,52.808809433028344
54.89860086592753,53.86499231861669
54.89860086592753,53.86499231861669
58.17774425746899,56.642842945194054
58.17774425746899,56.642842945194054
58.94868345410164,15.337858033015117
58.94868345410164,15.337858033015117
60.065466976766416,49.10587568160226
60.065466976766416,49.10587568160226
60.24282091144448,43.88793860532712
60.24282091144448,43.88793860532712
64.14029251321068,61.67682232923704
64.14029251321068,61.67682232923704
64.40901767530238,63.88344961563619
64.40901767530238,63.88344961563619
64.81473240634172,64.50586655250483
64.81473240634172,64.50586655250483
65.77190625393865,49.22556252301543
65.77190625393865,49.22556252301543
68.52613192497245,0.9526631386622029
68.52613192497245,0.9526631386622029
68.79560509281094,67.13016561650771
68.79560509281094,67.13016561650771
68.8721416898051,68.83700643201641
68.8721416898051,68.83700643201641
74.78061677081648,0.6087158617096406
74.78061677081648,0.6087158617096406
75.62098984658181,73.39958509593161
75.62098984658181,73.39958509593161
78.06968476951937,72.24691839404163
78.06968476951937,72.24691839404163
80.58069331986422,5.517362562974398
80.58069331986422,5.517362562974398
86.1380982218869,7.413843465025764
86.1380982218869,7.413843465025764
88.0098926088984,25.300138335569912
88.0098926088984,25.300138335569912
88.56007378369998,29.420420350852517
88.56007378369998,29.420420350852517
89.35201821253034,11.057090690895947
89.35201821253034,11.057090690895947
94.26099040600852,7.649781847389505
94.26099040600852,7.649781847389505
96.55304792729538,4.671261209997283
96.55304792729538,4.671261209997283
96.61152198069662,10.343000151238556
96.61152198069662,10.343000151238556
102.70994924596964,102.01497984522838
102.70994924596964,5.694751805418875
102.70994924596964,35.86163675722335
102.70994924596964,44.75246338034025
102.70994924596964,35.86163675722335
102.70994924596964,49.095295673904864
102.70994924596964,101.89464459537773
102.70994924596964,102.41908243958167
102.70994924596964,41.42233022786958
102.70994924596964,33.73721170690743
102.70994924596964,102.25882900593788
102.70994924596964,102.41908243958167
102.70994924596964,101.383556047566
102.70994924596964,5.694751805418875
102.70994924596964,35.37046420541931
102.70994924596964,102.36697821131865
102.70994924596964,101.89464459537773
102.70994924596964,44.75246338034025
102.70994924596964,49.095295673904864
102.70994924596964,102.01497984522838
102.70994924596964,102.5884149354397
102.70994924596964,102.36697821131865
102.70994924596964,101.383556047566
102.70994924596964,41.42233022786958
102.70994924596964,84.06683531495466
102.70994924596964,33.73721170690743
102.70994924596964,84.06683531495466
102.70994924596964,102.25882900593788
102.70994924596964,35.37046420541931
102.70994924596964,102.5884149354397
113.32064209372678,10.610692847757136
113.32064209372678,10.610692847757136
114.86887737686679,10.086713733261888
114.86887737686679,10.086713733261888
115.15219171537206,10.173991616450536
115.15219171537206,10.173991616450536
125.32833443752794,9.750592502617451
125.32833443752794,9.750592502617451
133.27032933217413,24.936317917670706
133.27032933217413,24.936317917670706
145.5552193562857,26.08549788553627
145.5552193562857,26.08549788553627
178.15445140926374,69.07027964209696
178.15445140926374,69.07027964209696
