t,degree,alpha
0.02488046725189323,0,0.0
0.02488046725189323,1,0.10000000000000001
0.02488046725189323,0,0.20000000000000001
0.02488046725189323,0,0.30000000000000004
0.02488046725189323,0,0.40000000000000002
0.02488046725189323,0,0.5
0.02488046725189323,0,0.60000000000000009
0.02488046725189323,0,0.70000000000000007
0.02488046725189323,0,0.80000000000000004
0.02488046725189323,0,0.90000000000000002
0.02488046725189323,0,1.0
0.02488046725189323,0,1.1000000000000001
0.02488046725189323,0,1.2000000000000002
0.02488046725189323,0,1.3
0.02488046725189323,0,1.4000000000000001
0.02488046725189323,0,1.5
0.02488046725189323,0,1.6000000000000001
0.02488046725189323,0,1.7000000000000002
0.02488046725189323,0,1.8
0.02488046725189323,0,1.9000000000000001
0.02488046725189323,0,2.0
0.02488046725189323,0,2.1000000000000001
0.02488046725189323,0,2.2000000000000002
0.02488046725189323,0,2.3000000000000003
0.02488046725189323,0,2.4000000000000004
0.02488046725189323,0,2.5
0.02488046725189323,0,2.6000000000000001
0.02488046725189323,0,2.7000000000000002
0.02488046725189323,0,2.8000000000000003
0.02488046725189323,0,2.9000000000000004
0.02488046725189323,0,3.0
0.02488046725189323,0,3.1000000000000001
0.02488046725189323,0,3.2000000000000002
0.02488046725189323,0,3.3000000000000003
0.02488046725189323,0,3.4000000000000004
0.02488046725189323,0,3.5
0.02488046725189323,0,3.6000000000000001
0.02488046725189323,0,3.7000000000000002
0.02488046725189323,0,3.8000000000000003
0.02488046725189323,0,3.9000000000000004
0.02488046725189323,0,4.0
0.02488046725189323,0,4.1000000000000005
0.02488046725189323,0,4.2000000000000002
0.02488046725189323,0,4.2999999999999998
0.02488046725189323,0,4.4000000000000004
0.02488046725189323,0,4.5
0.02488046725189323,0,4.6000000000000005
0.02488046725189323,0,4.7000000000000002
0.02488046725189323,0,4.8000000000000007
0.02488046725189323,0,4.9000000000000004
0.02488046725189323,0,5.0
0.02488046725189323,0,5.1000000000000005
0.02488046725189323,0,5.2000000000000002
0.02488046725189323,0,5.3000000000000007
0.02488046725189323,0,5.4000000000000004
0.02488046725189323,0,5.5
0.02488046725189323,0,5.6000000000000005
0.02488046725189323,0,5.7000000000000002
0.02488046725189323,1,5.8000000000000007
0.02488046725189323,0,5.9000000000000004
0.02488046725189323,0,6.0
0.02488046725189323,0,6.1000000000000005
0.02488046725189323,0,6.2000000000000002
0.02488046725189323,0,6.3000000000000007
0.02488046725189323,0,6.4000000000000004
0.02488046725189323,0,6.5
0.02488046725189323,0,6.6000000000000005
0.02488046725189323,0,6.7000000000000002
0.02488046725189323,0,6.8000000000000007
0.02488046725189323,0,6.9000000000000004
0.02488046725189323,0,7.0
0.02488046725189323,0,7.1000000000000005
0.02488046725189323,0,7.2000000000000002
0.02488046725189323,0,7.3000000000000007
0.02488046725189323,0,7.4000000000000004
0.02488046725189323,0,7.5
0.02488046725189323,0,7.6000000000000005
0.02488046725189323,0,7.7000000000000002
0.02488046725189323,0,7.8000000000000007
0.02488046725189323,0,7.9000000000000004
0.04658458011015577,0,0.0
0.04658458011015577,1,0.10000000000000001
0.04658458011015577,0,0.20000000000000001
0.04658458011015577,0,0.30000000000000004
0.04658458011015577,0,0.40000000000000002
0.04658458011015577,0,0.5
0.04658458011015577,0,0.60000000000000009
0.04658458011015577,0,0.70000000000000007
0.04658458011015577,0,0.80000000000000004
0.04658458011015577,0,0.90000000000000002
0.04658458011015577,0,1.0
0.04658458011015577,0,1.1000000000000001
0.04658458011015577,0,1.2000000000000002
0.04658458011015577,0,1.3
0.04658458011015577,0,1.4000000000000001
0.04658458011015577,0,1.5
0.04658458011015577,0,1.6000000000000001
0.04658458011015577,0,1.7000000000000002
