StartTime,EndTime,Source,Target,weight
9.46721478292689,9.499249224133768,0,32,0.95674763778211269
9.499249224133768,9.754426852563554,0,32,0.95674763778211269
9.754426852563554,9.777249765661495,0,32,0.95674763778211269
9.777249765661495,9.819808848546172,0,32,0.95674763778211269
9.819808848546172,11.153814878475782,0,32,0.95674763778211269
11.153814878475782,11.25174773094046,0,32,0.95674763778211269
11.25174773094046,11.353363200354606,0,32,0.95674763778211269
11.353363200354606,11.777677504345926,0,32,0.95674763778211269
11.777677504345926,12.115167427126101,0,32,0.95674763778211269
12.115167427126101,12.137557970812152,0,32,0.95674763778211269
12.137557970812152,12.141288856847805,0,32,0.95674763778211269
12.141288856847805,12.163160846376275,0,32,0.95674763778211269
12.163160846376275,12.419466095456885,0,32,0.95674763778211269
12.419466095456885,12.429420889602998,0,32,0.95674763778211269
12.429420889602998,12.605553453940134,0,32,0.95674763778211269
12.605553453940134,12.837304796464027,0,32,0.95674763778211269
12.837304796464027,12.864581503119306,0,32,0.95674763778211269
12.864581503119306,12.948040963845758,0,32,0.95674763778211269
12.948040963845758,12.948104551953206,0,32,0.95674763778211269
12.948104551953206,13.051777844526258,0,32,0.95674763778211269
13.051777844526258,13.06349980236828,0,32,0.95674763778211269
13.06349980236828,13.144884084776924,0,32,0.95674763778211269
13.144884084776924,13.209455750669692,0,32,0.95674763778211269
13.209455750669692,13.345608112620944,0,32,0.95674763778211269
13.345608112620944,13.378020980653375,0,32,0.95674763778211269
13.378020980653375,13.913991260909034,0,32,0.95674763778211269
13.913991260909034,14.015546073587023,0,32,0.95674763778211269
14.015546073587023,14.073089267425756,0,32,0.95674763778211269
14.073089267425756,14.150970329142295,0,32,0.95674763778211269
14.150970329142295,14.37926066454052,0,32,0.95674763778211269
14.37926066454052,14.427821322686395,0,32,0.95674763778211269
14.427821322686395,14.455356549458681,0,32,0.95674763778211269
14.455356549458681,14.77436645600069,0,32,0.95674763778211269
14.77436645600069,15.153135517081598,0,32,0.95674763778211269
15.153135517081598,15.190118299158483,0,32,0.95674763778211269
15.190118299158483,15.19127178974043,0,32,0.95674763778211269
15.19127178974043,15.383785886387804,0,32,0.95674763778211269
15.383785886387804,15.60108030042967,0,32,0.95674763778211269
15.60108030042967,15.639236962108964,0,32,0.95674763778211269
15.639236962108964,15.672044361395772,0,32,0.95674763778211269
15.672044361395772,15.837611128728929,0,32,0.95674763778211269
15.837611128728929,15.900691480460603,0,32,0.95674763778211269
15.900691480460603,15.91150536486078,0,32,0.95674763778211269
15.91150536486078,16.024901322108345,0,32,0.95674763778211269
16.024901322108345,16.14009146802562,0,32,0.95674763778211269
16.14009146802562,16.288846296824786,0,32,0.95674763778211269
16.288846296824786,16.467014430381038,0,32,0.95674763778211269
16.467014430381038,16.621080267744478,0,32,0.95674763778211269
16.621080267744478,16.723595223677133,0,32,0.95674763778211269
16.723595223677133,16.730656598285762,0,32,0.95674763778211269
16.730656598285762,17.061863993463202,0,32,0.95674763778211269
17.061863993463202,17.21187429776319,0,32,0.95674763778211269
17.21187429776319,17.218224329750647,0,32,0.95674763778211269
17.218224329750647,17.313768869542812,0,32,0.95674763778211269
17.313768869542812,17.423261382010313,0,32,0.95674763778211269
17.423261382010313,17.473478126165837,0,32,0.95674763778211269
17.473478126165837,17.557958942643936,0,32,0.95674763778211269
17.557958942643936,17.57637543760291,0,32,0.95674763778211269
17.57637543760291,17.680538934619932,0,32,0.95674763778211269
17.680538934619932,17.713663275913085,0,32,0.95674763778211269
17.713663275913085,18.100353229600632,0,32,0.95674763778211269
18.100353229600632,18.10082572199892,0,32,0.95674763778211269
18.10082572199892,18.108041017132702,0,32,0.95674763778211269
18.108041017132702,18.183682156125982,0,32,0.95674763778211269
18.183682156125982,18.223921107846646,0,32,0.95674763778211269
18.223921107846646,18.291769454001297,0,32,0.95674763778211269
18.291769454001297,18.33677078006475,0,32,0.95674763778211269
18.33677078006475,18.857065303120066,0,32,0.95674763778211269
18.857065303120066,19.012227885613456,0,32,0.95674763778211269
19.012227885613456,19.14626723711805,0,32,0.95674763778211269
19.14626723711805,19.29825516857859,0,32,0.95674763778211269
19.29825516857859,19.311933555382005,0,32,0.95674763778211269
19.311933555382005,19.333559338843735,0,32,0.95674763778211269
19.333559338843735,19.346480006556934,0,32,0.95674763778211269
19.346480006556934,19.39664686077594,0,32,0.95674763778211269
19.39664686077594,19.500505166222045,0,32,0.95674763778211269
19.500505166222045,19.631341354879172,0,32,0.95674763778211269
19.631341354879172,19.65708074295069,0,32,0.95674763778211269
19.65708074295069,19.677680866226783,0,32,0.95674763778211269
19.677680866226783,19.759503832398803,0,32,0.95674763778211269
19.759503832398803,19.864079617291647,0,32,0.95674763778211269
19.864079617291647,20.016328426640747,0,32,0.95674763778211269
0.0012187530933442253,0.03975563607446296,0,50,1.3931513708694991
0.03975563607446296,0.046393702259641144,0,50,1.3931513708694991
0.046393702259641144,0.058524523255324666,0,50,1.3931513708694991
0.058524523255324666,0.07851841972894803,0,50,1.3931513708694991
0.07851841972894803,0.07974229564287359,0,50,1.3931513708694991
0.07974229564287359,0.10430849427152915,0,50,1.3931513708694991
0.10430849427152915,0.12563931583575388,0,50,1.3931513708694991
0.12563931583575388,0.19079571484655425,0,50,1.3931513708694991
0.19079571484655425,0.22540204786633847,0,50,1.3931513708694991
