meanFriendshipLength,stdFriendshipLength,t
2.3915845488198615,1.2207740696586995,3.8439630608189956
2.3873099416969374,1.2508323252362707,3.8815710842521582
2.6914618597411257,1.2895577369836817,4.232127517119469
2.7173152231314512,1.2987673369814607,4.248928985860049
2.7955375411738075,1.3027175185183224,4.34540081276938
2.8062806333520869,1.3438655629448477,4.40537689851524
2.8765008826946663,1.335598907431518,4.4451312326046
2.9007948730432469,1.346991430207543,4.474187163373329
2.9281541713372405,1.3558149739772565,4.5143223486748205
2.9274786525651506,1.40043893139005,4.566873714494824
2.9280182145986786,1.3974392218677212,4.5954602825042805
3.0134358024669012,1.4432843345505895,4.735667612235537
3.06159649158535,1.4879201089162806,4.838499667275153
3.1043858236764712,1.4959197822732113,4.897866460131409
3.0842453470253193,1.538955514959903,4.932801793248566
3.0851169838201633,1.5794085575542454,4.987798289408676
3.0580302634730163,1.6166276020272201,5.013436228776581
3.0786393182099854,1.6524439873201135,5.086225610940838
3.1065400901849789,1.6872020800509124,5.165902051085581
3.0751790556324816,1.7192339672523964,5.184953787936895
3.1909506695274925,1.7306864202450649,5.312736901688192
3.1903048024628409,1.7308206931507693,5.340564914361944
3.4209929669599268,1.7452013755494986,5.567629798890608
3.6008983490801549,1.7929685915265776,5.808567356418974
3.6482493376223082,1.8071025467647592,5.848168277435435
3.6563512489680838,1.8541262691344844,5.918242243848466
3.6341892216101228,1.8977748264245249,5.956650036850674
3.6630596902620112,1.939955438510385,6.045570664359316
3.7040126601955281,1.9811551698392356,6.146265773973406
3.757440303762853,2.021818234871577,6.259335327124269
3.794076577970166,2.0615001021002572,6.355254047862365
3.8642341126821229,2.101218645912764,6.484861338154047
3.8922124005873209,2.1398031683313139,6.57181254121966
3.9955350651872696,2.1403049544735886,6.706811605103322
3.9715743699967532,2.1797991952160354,6.74302627915518
4.0797503916446223,2.2203766578935333,6.912094097693267
4.2088926990765589,2.262550245701433,7.103131885993977
4.1706484232768872,2.2560177112298878,7.103859743981303
4.2595970803624938,2.2984080041256405,7.255449534601652
4.3474809010677786,2.3102848874731894,7.361570740552731
4.9336996301014908,2.3702371295032418,8.020343875911465
5.1149648110160415,2.386834077895069,8.194320853720527
5.0496317180448083,2.447323864666791,8.20324705072054
5.1837023812566239,2.4438270498362762,8.298274301818484
5.119934296554943,2.5042427399939919,8.30979936853673
5.1650286053185734,2.4983524149006091,8.31289800682422
5.0980384950963469,2.5560732111235809,8.320879050941645
5.0771752646294743,2.6103188273561173,8.373598070686795
5.2555114469845847,2.6193756931155892,8.524840350940046
5.5567468258521275,2.6115369672393398,8.871425041776607
5.8736465447000246,2.6886115029072548,9.274701915693623
5.8119081434202089,2.75951189172318,9.297194067216997
5.8440177374526359,2.7745888460403507,9.30969186786568
6.0493553333384193,2.7890071743888396,9.536896378784226
6.1833257493493896,2.7937714766098565,9.634587672430976
6.2612406907238123,2.8767166579807184,9.805953967398292
6.3240216787370498,2.8735422718694301,9.914394895458397
6.6763735554320549,2.9666644829649069,10.366394138652387
6.6236414931328866,3.0526597735495655,10.41106856889929
6.8753369600398102,2.9858419213975296,10.574256287399864
6.9466942995365173,2.9766325432087264,10.698190481660554
7.0025448885233015,2.9808155686469475,10.79443603087952
7.1318723081413102,3.0859854596933416,11.031822121833002
7.1582797745921143,3.1856001354596666,11.165069584919511
7.2999055005125655,3.1856001354596666,11.306695310839961
7.2752691256236837,3.2831921450208945,11.389048187798487
7.4440863700540243,3.3054187015835113,11.544635179778801
7.3730978928604554,3.4010141966532541,11.582074612774358
7.4553052562232134,3.4040387356113824,11.71083244541135
7.3489393143692467,3.4948196628182813,11.712539140533403
7.3770048052615902,3.5185243203691159,11.754522228491247
7.3318835139547662,3.6043210049946381,11.817222753566112
7.2820098946080307,3.5971714721314831,11.826636366167609
7.2249285964750527,3.6769216233922917,11.875804017982793
7.384969125704151,3.7572617356869573,12.142873085265574
7.3021313110167272,3.8314377004547935,12.164351432164104
7.5168090906519538,3.7778790456468023,12.285788810847173
7.73564096382818,3.8634453465088718,12.615129840649516
7.6340667046929003,3.9420466892309398,12.621077647777517
8.0604959301123404,3.9611066585398786,13.078291881711635
7.9729811318064394,4.0457105908005504,13.103072592304416
7.9260975763149171,4.0289055395788198,13.127508580693727
7.8250799832706264,4.1071955264681428,13.13670338178001
7.7827109393146072,4.1808169458333335,13.202427545314471
8.0985504693862822,4.122247835874699,13.418330780460458
8.0912681825409152,4.1264823983120476,13.464330661767603
8.11823360300769,4.155791063523111,13.493983349252803
8.1465487479779277,4.2397453772501521,13.638677762051294
8.0719349019171407,4.317808932545188,13.677753139961174
8.2642954187402236,4.3381805323515028,13.904724145566195
8.2096008974673946,4.4167505363735016,13.965657805947838
8.1568532601090293,4.4207684630472937,13.97055462814735
8.080899749677771,4.4934944215675472,14.008416607148174
7.9725080609292682,4.5604480482349041,14.010754197023688
8.072330526839794,4.6270156522905426,14.221156533164896
8.0113390505670381,4.6894706685171279,14.268426395413318
8.2347794528224174,4.7545696627467606,14.60166385703966
8.5458743547925202,4.7832581216113672,14.931879860489348
8.5881714333708334,4.8098870128393951,15.00094219051606
8.821338637904363,4.7672713814748304,15.13512436758512
8.9794726210065274,4.7993492873892256,15.28229520962738
9.1960582150092876,4.8880232341587249,15.62660383439416
9.3260900119836165,4.8667199579230411,15.670656019863033
9.7544135920008923,4.9008441163052634,16.09700360931306
9.7093115469423097,5.0012441149417288,16.18865243111282
9.9814923601344532,5.0320279215569528,16.485392022782925
10.06710778511537,5.0366879303602596,16.50441930601711
10.263993511565042,4.9844823519887731,16.58849568446297
10.710942948610167,5.1139814063841884,17.19067617873433
10.647920544122895,5.103402762218515,17.211072874731826
10.666417680835574,5.2269999664501503,17.384155774934875
10.529548736363008,5.3404677211614695,17.397708955267497
10.565739465275378,5.4494768497890798,17.582712916085153
10.46116716509653,5.5506699763166267,17.62343460431042
10.549965085204519,5.5834590255347303,17.682893156689527
10.810189704315846,5.6895534137094907,18.093259299471907
10.976226112843909,5.7047636213404429,18.197775297647507
10.872729189110496,5.808649368474077,18.245288501540628
10.745122229035037,5.9047495883159442,18.26487499665743
10.61284786450533,5.9936005995247958,18.27601749516158
10.898221442723893,5.9936005995247958,18.56139107338014
10.919472955041547,5.9770217054534562,18.678134922454273
10.989206618374499,6.0729223460206034,18.896371377927423
10.954940696175688,6.1640295744803639,19.00817133167762
11.348347686733845,6.0901461713143812,19.265274497440316
11.5882272435343,6.1276548801934947,19.529081906088514
11.70077957838553,6.127910315831361,19.5585169540275
11.580593612756136,6.2354599160468185,19.596969257065997
11.588177326063374,6.3385504067537406,19.761149961265982
11.468050441822939,6.4344481262935904,19.793930416249854
11.392028569318136,6.409408970557732,19.825123750383874
11.577098712542517,6.4525667045226225,20.010997908613376
11.493091414121178,6.5471742805015172,20.08230265632881
11.426798496177634,6.6364469227408422,20.168367051667634
11.529097478475135,6.7245369143299891,20.422364684997703
11.588691190957292,6.8105644153664029,20.632460880479304
11.724968688802248,6.8054820427206666,20.675947693368535
11.650365702016103,6.7783314534766248,20.714056901026563
11.704551261863429,6.8233167142398097,20.7651290892978
11.837215476665353,6.9147171006396055,21.055622843788598
11.7684749108065,7.0010491671254167,21.141730632019303
12.040151382401788,7.0010491671254167,21.413407103614592
12.437588496675708,6.9822802387530274,21.702289232584597
12.351541063202919,7.0800047506966735,21.778762076259213
12.452961650653874,7.1761965954555862,22.041909438393986
12.703515039318143,7.2742623016675108,22.45532840448541
12.991102723533521,7.3105052178393812,22.78646172097393
13.268221165670564,7.2626034104060295,22.92998349221632
13.143337705116782,7.3697121300754684,22.975792729131584
13.117214158413528,7.4720190772122734,23.117838594715682
13.074100426710697,7.4406207077921049,23.197148464095097
13.022117823308983,7.53897119403433,23.312116089197346
12.990513188990857,7.6329388170703822,23.44494833068923
13.271661615207472,7.6786565732229715,23.70445224689995
13.140250042756275,7.7724122652761549,23.739372953470983
13.025502257204385,7.86036776943204,23.78744394613415
12.975239541878704,7.8202895486372652,23.868685824662645
12.997205675382565,7.8202895486372652,23.890651958166504
12.848337270489193,7.90350567451235,23.902387769154245
12.860931398371623,7.9468027798301373,23.949146540133217
12.993618510232622,7.9359661299124049,23.971634724469048
12.92802223144372,8.0192226016702737,24.06968429671108
12.91784250548225,8.0993758553886384,24.22097760206814
13.046074133454196,8.1793108381045734,24.510271873662976
13.026608188045834,8.2561800557315479,24.64966700371859
13.160924173330718,8.3022914573413527,24.755414708634262
13.65604137857035,8.2713274551175058,25.121551433588827
13.783747431851134,8.2690279587835551,25.354268962433515
13.65888899778165,8.3585124680138811,25.4001466408363
14.007391958457713,8.4105773106713144,25.746967771825766
13.980442581256966,8.5033913280792692,25.89477392689073
13.885459400179718,8.4855470733504283,25.921861396545857
14.062897374638016,8.5219106201123083,26.159817756596112
14.059554300456179,8.5761636156799828,26.163075269198682
14.173900630395723,8.6715163854873936,26.45913827388689
14.383177196108218,8.5880256760233173,26.49393360519683
14.276712424506012,8.6852589238948568,26.570503608267774
14.409353669025286,8.688954982101972,26.596238831034263
14.347781360026037,8.7852993312558176,26.718612436907136
15.410714258322713,8.8293173130137035,27.83360984428515
15.275376843994609,8.9421222583469397,27.894110594623648
15.113165485956049,9.0472796303559111,27.923205128812377
15.104427725035524,9.1484715247690502,28.103272714454796
15.15000914294003,9.2049682128055608,28.159553781161225
14.965260534814751,9.2997236747490213,28.16187092972113
14.832497811743252,9.3886236115648032,28.212225463584733
14.790604154090644,9.4737573953097378,28.350705027323475
15.176916740647405,9.3973615142093063,28.562212617277908
15.114562986828574,9.4885403750248773,28.68418280232284
15.693142695958798,9.587895993121581,29.45183651983811
15.808629053409616,9.6098675388713062,29.6576765941173
16.195650190540487,9.6098675388713062,30.044697731248174
16.302249202061873,9.667925126415172,30.142118495009413
16.46105166193604,9.7799341784774523,30.501665487346216
16.407934898895196,9.8869648952101699,30.646234686942663
16.230835339593082,9.9869034787456421,30.6623593578738
16.379364065960026,9.9737796369547507,30.68030924349603
16.773935152836501,10.08243786076113,31.274570034572946
16.877034997994151,10.08243786076113,31.377669879730593
17.131646056636104,9.9862633582614801,31.440071416881995
17.185322485823427,10.041198767843564,31.459021932593554
17.393029606060626,10.162192478503531,31.87628362639775
17.198453962719306,10.2750418300863,31.88645148261261
17.35670369102235,10.25495926271363,31.904568582891923
17.287509948651767,10.367487499743493,32.04117853038624
17.261418798707751,10.475702618570907,32.21816289572114
17.25352459088128,10.58018928099818,32.410891066858404
17.738319258345893,10.600280267871138,32.795335996297936
17.809989034075326,10.712735477492984,33.07409866777243
17.863672627101195,10.653716320320241,33.30050488054183
18.248940844347896,10.713644277731797,33.66052744293389
18.15130574039318,10.73346619043328,33.66812774442401
18.11328320166902,10.851624858901534,33.84573952952925
18.356054312962684,10.781916516215038,33.903485477647756
18.410627078381317,10.781916516215038,33.95805824306639
18.733303909312937,10.911457167466327,34.503750596727926
18.647830180549398,11.034788507433365,34.637663105382615
19.214591444336165,10.983467877970593,35.03180641113361
19.230888756585035,11.116866586546594,35.27434947345995
19.69963606306538,11.255075136811151,35.972162315557334
20.26059727101352,11.214635181597082,36.36766841612345
20.598001731762924,11.251966483520969,36.61874490998368
20.569260362228519,11.406671743298139,36.831994838828436
21.149184036423563,11.567957523847149,37.65783925763306
20.979999901656626,11.719910458453072,37.72980454702309
20.841757567640023,11.650909530840019,37.7819988022376
20.826410180689269,11.797739649094222,38.00603544035224
21.206568149851158,11.791331253137249,38.245133509971886
21.02324634688614,11.93883319438287,38.30345821674119
20.964551341896389,12.080094044957013,38.48299674972753
20.891121239086871,12.013125758600054,38.60129919730803
20.666014492266655,12.146888512358954,38.611033524263576
20.851495017538888,12.168783898583881,38.683125571162904
21.630594321562032,12.200947905969176,39.360075658136815
21.387069638127045,12.346216106699826,39.36237936134697
21.683666774212551,12.276067774403614,39.46013696007339
21.550869823130331,12.253205615562102,39.49039768587773
21.418768391763681,12.399586670932152,39.60735170092694
21.834447994881344,12.291407808335935,39.79664460696937
22.069168626021682,12.450121295343179,40.28798347794717
22.189550915064032,12.521179176469285,40.39043163781114
22.021836184963451,12.67347404441381,40.47878477032641
21.887245788228935,12.817881697436635,40.59577191138764
22.150707853015447,12.717016075255902,40.63400487165021
22.001507174513254,12.862687233503344,40.73769508021139
22.325730366514442,13.009758618854438,41.31561975365024
22.536398641083139,13.009758618854438,41.526288028218936
22.811233148050217,13.046939893396619,41.697561361011935
23.041261739912215,13.121484337376467,41.91942166501067
22.783643583920011,13.273410953183163,41.92368446975318
22.738271999715437,13.419358361582695,42.13670234009082
22.742218504399599,13.560591084481288,42.396179389768236
22.984959438914085,13.473770066316462,42.41747742005825
23.070557971156468,13.620047190171306,42.76229570478554
22.818005391405961,13.756899642732895,42.763276518272875
23.250871897803826,13.736745270994373,43.36701410703043
23.139138383504651,13.877091641494117,43.51238213032575
23.556155608010421,13.950376446552173,43.96261144340803
23.563773758208853,13.950376446552177,43.97022959360647
23.414743262474406,14.091347255801359,44.081362911899504
23.619327599513518,14.146718999618546,44.36998666068441
23.425225831905582,14.071025031237856,44.396604948859704
23.346923650257946,14.20979578732328,44.580627752046425
23.418223049030647,14.20979578732328,44.65192715081913
23.202000707205734,14.341579058979214,44.693504816852055
23.528949472404484,14.257492528159167,44.79342935582739
23.817572396999928,14.292590362666443,44.962704284926325
23.796980789674752,14.353205473781939,45.02318515136141
23.533306966313134,14.491138925663336,45.0269352707988
23.980577083551001,14.353205473781939,45.20678144523766
23.72788349740717,14.494744096971532,45.22372289883709
23.686848790740594,14.631039265856284,45.448832560605794
23.630157005018834,14.66317214586523,45.519679147928606
23.650369499374616,14.66317214586523,45.53989164228438
24.672641732281601,14.575486677016093,46.32497326653369
24.594411707184257,14.72859415174257,46.52622519265435
24.41817496363328,14.624886123656577,46.59879056974515
24.812317965571133,14.633330258760184,46.834410046287076
24.554581758573764,14.786183094557598,46.85891041122734
24.386015247711725,14.729049550697329,46.90879173734897
24.418624134925128,14.877274169808645,47.2220744651937
24.684349982746781,14.785584642379041,47.24322660518052
24.70958440859896,14.938113693553122,47.552479242625786
24.55133107496869,15.082758471141116,47.6732183075747
24.51818946730981,15.222231801148983,47.915561974829416
24.543052425938676,15.307482077984243,47.943565763939226
24.88648278849589,15.174906622825722,48.01254196848934
24.612003522518719,15.315806572972203,48.017744560722605
25.036815101071248,15.402417913529797,48.43501132951937
25.27437208779228,15.402417913529797,48.6725683162404
25.186594137499505,15.549199639552512,48.871001662964666
25.421791487154142,15.612617940312957,49.013109511472344
25.185231403653233,15.755092494427364,49.06274523937658
24.992678286371881,15.65515756934829,49.128963988316066
25.4289615149669,15.673686581983773,49.40582480612479
25.769311686225517,15.756279931109855,49.69143870399777
25.769490823870456,15.756279931109859,49.6916178416427
25.769670342807988,15.91001580277781,49.99144469014777
25.604364192894241,16.055764808423721,50.120441576933956
25.636301836776692,15.989317745363092,50.39293674782888
25.614970340828986,16.133653042117746,50.666030198327476
25.482848387839471,16.271120674458864,50.82348606792705
25.659553250627233,16.29167442097965,50.838069180478
25.920701287568004,16.320896700563896,50.944820463460005
25.807824094186994,16.462089600314084,51.12858492633402
25.567423613978349,16.5946912298601,51.17872335082967
25.300063344673475,16.718732480534655,51.19563345618405
25.272637323608652,16.838680076312169,51.44901451649265
25.574990632099546,16.931048927433284,51.76988010630823
25.514677867756433,17.008117927278217,51.79157316327164
26.28457398858394,16.966168160048895,52.331363262540755
26.782323563670197,17.050416194161027,52.75817750864122
27.059299502416,17.074360767992609,52.86350413186096
27.176670316603978,17.227038982734634,53.29688274042806
26.874780741027624,17.093759737967371,53.29870722857214
27.343066825098237,17.143607101148383,53.62512189779354
27.073373789523643,17.294766043008543,53.67393914209569
26.851365464301388,17.437160640028036,53.764155996690896
27.164878251182703,17.340477024561626,53.796089778991465
27.063558313499485,17.485783132958854,54.00946237983731
26.758850503154505,17.621249957038803,54.01232756378146
26.673960896740322,17.751192086450143,54.2305511493757
26.649546773100028,17.876896052817386,54.50557013554551
26.698660762481712,17.999769783450606,54.85133591117699
26.578413462644352,17.93217838451935,54.98847613199837
27.018887717463841,17.821361798486937,55.138832538727726
27.073672768026224,17.95293317572402,55.497816159717374
27.446736035078924,18.00772485316979,55.735434018021365
27.173596418436258,18.137578167623978,55.767615709451015
27.068608397576998,18.261924461592081,55.963390004120384
27.012225625380687,18.381815836575072,56.203844876159025
27.33675185831348,18.261924461592081,56.23153346485687
27.097185052086576,18.383189904957906,56.289737922938606
27.215512102266985,18.502940409343235,56.70388575683931
27.825062341673366,18.3981519876349,57.027792060866574
28.051674594312885,18.40120600500514,57.056389536077525
28.916122012823188,18.55026347200576,58.238596537146314
28.629106598860929,18.690134252545644,58.26276706447603
28.551127364551188,18.824722347747461,58.49178919967759
28.525216574389521,18.955110504860055,58.7693381603073
28.328753065897626,19.078813010304039,58.871072052509064
28.115251825470022,19.195899364820395,58.95043801859677
28.09026628834377,19.074768236010062,59.22102337913361
28.486714489055807,19.085500197977371,59.428713809860525
28.978804383448715,18.976838999674506,59.630414372164694
28.891300017093766,18.934514125717502,59.78429025245485
28.710663194936146,19.067388162767429,59.912370238844936
28.623710338755412,19.195166693323483,60.12992493945947
28.418384690196905,19.316248559032626,60.22374018237672
28.243089777098906,19.431417118760987,60.3426441211235
28.575034811614263,19.530802819142178,60.6495454446732
28.316910447039419,19.643633536349736,60.686388897255014
28.097745754490209,19.750287818945385,60.75689168671086
28.470731488152381,19.644682551496356,60.84093677124897
28.232136586200109,19.753296077386207,60.8933948237936
28.053184575785401,19.856530046975813,61.00069979884609
27.840625194266035,19.954154072129786,61.069358853632444
27.80774484563042,20.017481026425926,61.158569444666995
28.239899529309604,20.017481026425923,61.59072412834618
28.111558373030853,20.116534804285838,61.74633810714855
28.038329764533081,20.212119359323349,61.95349279629611
28.24763632839721,20.293455759223473,62.074318225295144
28.197467050456503,20.372598227270633,62.12117626346383
28.112660471092653,20.466445177527149,62.32033595148475
27.919233433364266,20.555362638189266,62.40610124809001
28.008709278649732,20.64648107556355,62.42728957398623
27.920126080824652,20.732871220859039,62.61790763696939
27.790156428374711,20.815479278076854,62.76308804816673
28.153232138598685,20.785651193728331,62.89330378235223
27.892953237215387,20.868893454041864,62.90919273480275
28.109407469848811,20.913483255158798,62.97069854465657
27.889012213753567,20.994922339190627,63.026432122360866
28.443447815058828,21.053860967335954,63.44489166669229
28.661363290917929,21.143621476849063,63.9465830167189
28.998372291720642,20.964301602986389,64.62626106983849
29.875267774441337,20.891628438678307,65.2318045598587
29.976024636713909,20.984832604052006,65.26145392107722
30.180300151944387,21.001159686038353,65.26960555007115
30.443082719895322,21.119910572611222,65.84303181924551
30.974642691791953,21.067657159196624,66.11335964114728
30.748732449270051,21.189872225919625,66.20121197463834
30.918798733819425,21.31142562318696,66.68358935750912
30.951429092424991,21.417868950268961,66.69637109062647
30.773918799660333,21.416148462368813,66.73800891625761
31.0664144675907,21.357541852000008,66.75879070960151
31.712969201940211,21.378322421394166,67.20577294739721
32.062216469776025,21.386587133640734,67.33954035987867
32.13799441769752,21.528905756279251,67.75361298588119
32.328408968578415,21.582313266136115,67.78020538115528
32.284732984160385,21.658209793236317,67.86925284017816
33.1061921809615,21.620823569730273,68.4244956470319
33.053996188905174,21.656694581215774,68.56708872574518
32.793458110745313,21.809597078767712,68.66300127922385
32.787762472670444,21.856460257618728,68.84058142198377
32.961953158885123,21.918185032255323,68.8483675531779
33.006662393432627,21.993590870830662,69.04231107650104
33.05126976623221,22.148139506019955,69.45415478003653
32.703681712099126,22.29262684914066,69.46594784361882
32.40141240262642,22.42830739305969,69.51586779939205
32.607761374859145,22.54589341803733,69.7661336925921
32.426849770214346,22.581794085915625,69.79284293762944
32.117538794803671,22.709693740055275,69.83647194897486
31.943470856712587,22.831466198012716,70.00961565063065
32.263040823917358,22.831466198012716,70.32918561783542
32.579149546025434,22.84070755428899,70.40783536771603
32.330670531946872,22.966277919542801,70.51077668550646
32.808515398186515,23.033570609312591,70.82021032360984
32.512707342277565,23.158811369868637,70.87780126055173
32.340334727492568,23.278125074234019,71.05317418047096
32.708611244321958,23.295250735146446,71.19015068945735
32.879018116592754,23.364866451774162,71.19174464739504
32.70303093446293,23.487694252509428,71.37122519281372
32.411263442180243,23.602934646725689,71.42796590958675
32.478779788377786,23.602934646725689,71.49548225578428
32.682299739094184,23.679634934907945,71.54042743736859
33.208957353400685,23.582987626845139,71.72848192175817
33.186814873411826,23.709670486140087,72.06706569039336
33.118291019411117,23.831952248715627,72.35465249251536
33.674653737325322,23.736867784690475,72.57473117588759
33.387080676401645,23.862750310582836,72.6461589824521
33.087945933680537,23.980904514844458,72.69902366455739
32.978912993632797,24.094435829658519,72.9371371770742
33.070805971938611,24.206390723887509,73.37351771758772
32.771887484163976,24.311363739018667,73.41245373995909
32.504902800023018,24.410112553121785,73.47715173745102
32.33026118004291,24.24133243405846,73.68245609184096
32.848124581130449,24.335453957124699,74.07717838129314
33.246057824812851,24.310043376930722,74.19881413345765
33.290420577999647,24.136709159489978,74.63339988900647
33.440230066463194,24.254550537089305,75.13521179922226
33.632257283139147,24.363687937845061,75.23114949658066
33.435554946672113,24.478027270452287,75.38640037007859
33.467258249696634,24.589917317721493,75.76672094653745
33.180299677929831,24.695015892302852,75.82182731990395
33.851426746397394,24.654140985328286,76.20185878405627
34.169306857681725,24.724189442778016,76.34764889518591
34.567172349832248,24.84928758016062,76.69624524656041
34.579202258607829,24.972814724640561,77.07226675805818
34.841931824940758,25.006206260391398,77.10916981368301
34.535735451513041,25.126711246709135,77.16650749763964
34.359978043195788,24.902763251269157,77.42195246631601
34.041371983148373,25.017709711973573,77.46167663767017
33.648169352006725,24.763094512490145,77.51642328017415
33.466184207630199,24.871923080344182,77.68671375903584
33.266743538186994,24.975247466568252,77.83380166811541
33.135987229877756,25.074241359399636,78.04465347557812
33.553986959695379,25.058043246789506,78.18984331934301
33.307656105683677,25.158208302642894,78.28689036332806
33.631797377258209,25.285655826151238,78.57970678641725
34.010669473774115,25.30029683420501,78.71154667595331
33.89360343456805,25.406149244367136,78.94753900585734
33.584920191508289,25.505181519760789,78.98509205343169
33.834750413604453,25.58059077416695,79.06426948238997
33.500921180351845,25.676051834727538,79.0758105705843
33.530842625672683,25.792634263527297,79.19586494942476
33.805974028611729,25.903699425273221,79.36032223153894
34.426772808963982,25.810397500326097,79.62921844504379
34.168526117099752,25.913830835560095,79.73064044914902
34.351874771787998,25.913830835560095,79.91398910383727
34.691156845291552,25.906034458310302,79.97427168935826
34.723107728436453,26.042820748388635,80.02506015456423
35.245582528988592,26.160876711298293,80.43790201174444
34.957718687170058,26.272627344267232,80.52592761817505
34.625750806682078,26.376881105138423,80.56231878882198
34.649663243704921,26.376881105138423,80.58623122584483
34.4016963775424,26.475464420414685,80.70038747944591
34.049552540214684,26.566910195720812,80.70292648107876
34.480483666770461,26.544578137884525,80.83717179660998
34.207530747242451,26.637185970578404,80.92054732236573
33.88729765768155,26.723362897349524,80.94966781690465
34.242167522879463,26.642765037493653,80.95955255365976
34.826227943111171,26.679286283407624,81.3066487779244
34.712722826217494,26.776820896863001,81.55473452380382
35.09134481969695,26.690839594561481,81.5806651028889
34.747294922532625,26.788680382833235,81.59856619450096
35.587592034763702,26.747634800068997,82.12307959604796
35.605817770042421,26.747634800068997,82.14130533132668
35.983271095589934,26.679432934911802,82.17757916798395
36.143926662099133,26.797929860837829,82.71869712040998
35.937910853206482,26.910576469270978,82.88703454957157
36.379526943906292,27.002566818360251,83.16543414089008
36.2097355467047,27.116037352882291,83.37282748896666
35.770762516707677,26.862800812625785,83.40277046591277
36.013001396585906,26.979372367975046,83.52777429093729
36.858709970051372,26.875742478307377,83.99897303221064
36.490612596567388,26.997553605388006,84.01907366507312
36.475522711112653,27.116054439456569,84.38793665026168
