friendshipLength,t
0.0,0.02123376257431192
0.0,0.02123376257431192
0.018533713423713266,0.03976747599802519
0.0,0.03976747599802519
0.0,0.03976747599802519
0.018533713423713266,0.03976747599802519
0.007056904289671227,0.046824380287696414
0.025590617713384493,0.046824380287696414
0.007056904289671227,0.046824380287696414
0.025590617713384493,0.046824380287696414
0.0,0.046824380287696414
0.0,0.046824380287696414
0.028568332457735213,0.0683358084557604
0.04710204588144848,0.0683358084557604
0.028568332457735213,0.0683358084557604
0.04710204588144848,0.0683358084557604
0.021511428168063985,0.0683358084557604
0.0,0.0683358084557604
0.021511428168063985,0.0683358084557604
0.0,0.0683358084557604
0.0,0.0840830097949764
0.04431553379695122,0.0840830097949764
0.0,0.0840830097949764
0.06284924722066448,0.0840830097949764
0.04431553379695122,0.0840830097949764
0.06284924722066448,0.0840830097949764
0.03725862950727999,0.0840830097949764
0.015747201339216005,0.0840830097949764
0.03725862950727999,0.0840830097949764
0.015747201339216005,0.0840830097949764
0.01165385626866594,0.09573686606364235
0.05596939006561716,0.09573686606364235
0.0,0.09573686606364235
0.01165385626866594,0.09573686606364235
0.0,0.09573686606364235
0.07450310348933042,0.09573686606364235
0.05596939006561716,0.09573686606364235
0.07450310348933042,0.09573686606364235
0.04891248577594593,0.09573686606364235
0.027401057607881946,0.09573686606364235
0.04891248577594593,0.09573686606364235
0.027401057607881946,0.09573686606364235
0.019876943417132836,0.10395995321210924
0.06419247721408405,0.10395995321210924
0.008223087148466895,0.10395995321210924
0.019876943417132836,0.10395995321210924
0.008223087148466895,0.10395995321210924
0.08272619063779732,0.10395995321210924
0.06419247721408405,0.10395995321210924
0.08272619063779732,0.10395995321210924
0.05713557292441283,0.10395995321210924
0.03562414475634884,0.10395995321210924
0.05713557292441283,0.10395995321210924
0.0,0.10395995321210924
0.0,0.10395995321210924
0.03562414475634884,0.10395995321210924
0.08923933641951248,0.1733223462144889
0.1335548702164637,0.1733223462144889
0.07758548015084654,0.1733223462144889
0.08923933641951248,0.1733223462144889
0.07758548015084654,0.1733223462144889
0.15208858364017697,0.1733223462144889
0.1335548702164637,0.1733223462144889
0.15208858364017697,0.1733223462144889
0.12649796592679247,0.1733223462144889
0.10498653775872849,0.1733223462144889
0.12649796592679247,0.1733223462144889
0.06936239300237965,0.1733223462144889
0.0,0.1733223462144889
0.0,0.1733223462144889
0.06936239300237965,0.1733223462144889
0.10498653775872849,0.1733223462144889
0.11359188517204105,0.19767489496701746
0.0,0.19767489496701746
0.15790741896899227,0.19767489496701746
0.10193802890337511,0.19767489496701746
