t,degree,freq
0.0174615590633161,0,98
0.0174615590633161,1,2
0.036799003030933225,0,96
0.036799003030933225,1,4
0.051400520301922686,0,94
0.051400520301922686,1,6
0.14626795693287858,0,92
0.14626795693287858,1,8
0.15277968511764095,0,90
0.15277968511764095,1,10
0.17587034857096973,0,88
0.17587034857096973,1,12
0.1854329422720471,0,86
0.1854329422720471,1,14
0.22173413848224743,0,84
0.22173413848224743,1,16
0.27224849274050883,0,83
0.27224849274050883,1,16
0.27224849274050883,2,1
0.2852956049465295,0,81
0.2852956049465295,1,18
0.2852956049465295,2,1
0.3638667932852825,0,80
0.3638667932852825,1,18
0.3638667932852825,2,2
0.38615538611808325,0,79
0.38615538611808325,1,18
0.38615538611808325,2,3
0.4666270591322887,0,78
0.4666270591322887,1,18
0.4666270591322887,2,4
0.5028018817677595,0,76
0.5028018817677595,1,20
0.5028018817677595,2,4
0.5195495666738369,0,74
0.5195495666738369,1,22
0.5195495666738369,2,4
0.5363797179531681,0,73
0.5363797179531681,1,22
0.5363797179531681,2,5
0.5782133104364071,0,72
0.5782133104364071,1,22
0.5782133104364071,2,6
0.5805195897858602,0,72
0.5805195897858602,1,20
0.5805195897858602,2,8
0.6027861829354384,0,71
0.6027861829354384,1,20
0.6027861829354384,2,9
0.6029359584395209,0,71
0.6029359584395209,1,20
0.6029359584395209,2,9
0.6036328079489195,0,69
0.6036328079489195,1,22
0.6036328079489195,2,9
0.6558126320104629,0,67
0.6558126320104629,1,24
0.6558126320104629,2,9
0.6825494196323607,0,65
0.6825494196323607,1,26
0.6825494196323607,2,9
0.6903789195328744,0,64
0.6903789195328744,1,26
0.6903789195328744,2,10
0.691518588582208,0,62
0.691518588582208,1,28
0.691518588582208,2,10
0.695053191726347,0,61
0.695053191726347,1,28
0.695053191726347,2,11
0.6992094695724228,0,61
0.6992094695724228,1,27
0.6992094695724228,2,11
0.6992094695724228,3,1
0.7275780247657954,0,59
0.7275780247657954,1,29
0.7275780247657954,2,11
0.7275780247657954,3,1
0.735100217535942,0,59
0.735100217535942,1,27
0.735100217535942,2,13
0.735100217535942,3,1
0.7437003038992969,0,57
0.7437003038992969,1,29
0.7437003038992969,2,13
0.7437003038992969,3,1
0.7500970890444385,0,55
0.7500970890444385,1,31
0.7500970890444385,2,13
0.7500970890444385,3,1
0.7636723905888125,0,53
0.7636723905888125,1,33
0.7636723905888125,2,13
0.7636723905888125,3,1
0.7791310428237189,0,51
0.7791310428237189,1,35
0.7791310428237189,2,13
0.7791310428237189,3,1
0.7804252619661787,0,50
0.7804252619661787,1,35
0.7804252619661787,2,14
0.7804252619661787,3,1
