t,avgUnhap,minUnhap,maxUnhap,stdUnhap
0.0038760665914289835,0.49630049498729845,0.2310585786300049,0.5,0.02848860039642927
0.01753649386516057,0.4896704351744918,0.10653191479102986,0.5,0.05471073839174311
0.03179644477738251,0.4896560623618241,0.10653191479102986,0.5,0.05470821160269659
0.036915041306699106,0.4796625376538954,0.00030864935331453847,0.5,0.08763503806650169
0.04431769390146235,0.4747878509080045,0.00030864935331453847,0.5,0.09716908792954373
0.05662032492791935,0.4649447690260783,0.00030864935331453847,0.5,0.11701700268897955
0.06336777453433032,0.4615971931648542,0.00030864935331453847,0.5,0.12069672314853926
0.07300552152590156,0.46130262446203996,0.00030864935331453847,0.5,0.12063854795855244
0.07418023046736112,0.45918272227926643,0.00030864935331453847,0.5,0.12179337810015795
0.08951808704536288,0.45234733565767515,0.00030864935331453847,0.5,0.12954062868877536
0.15738359060062257,0.45230272172120173,0.00030864935331453847,0.5,0.12952470804823027
0.1846822469000849,0.44416048928955765,0.00030864935331453847,0.5,0.13876744403278038
0.20337681799558147,0.44080611756638693,0.00030864935331453847,0.5,0.1414062223805155
0.24437820981729086,0.4342346122418608,0.00030864935331453847,0.5,0.14612291812046616
0.28839086183494844,0.4319362271214083,0.00030864935331453847,0.5,0.14646268735413429
0.299351389654803,0.431158704856284,0.00030864935331453847,0.5,0.14627037908832768
0.3029544941666621,0.4295676656119722,0.00030864935331453847,0.5,0.1463374115667958
0.3645132953004645,0.42101719605649146,0.00030864935331453847,0.5,0.1542813819659159
0.3857397910999853,0.4200147661195578,0.00030864935331453847,0.5,0.15443828161428524
0.3886771788119859,0.4196958609308571,0.00030864935331453847,0.5,0.1546921139187539
0.3899097345559728,0.4178548663903706,0.00030864935331453847,0.5,0.1569560923139129
0.39948266557580114,0.4139440434719209,0.00030864935331453847,0.5,0.16026319618710955
0.43315830141271605,0.41120656389320603,0.00030864935331453847,0.5,0.16112249049240346
0.43879214124412336,0.4023440422828277,0.00030864935331453847,0.5,0.1681444083899658
