t,degree,alpha,personi
0.0038760665914289835,0,0.0,0
0.0038760665914289835,0,0.1,1
0.0038760665914289835,0,0.2,2
0.0038760665914289835,0,0.30000000000000004,3
0.0038760665914289835,0,0.4,4
0.0038760665914289835,0,0.5,5
0.0038760665914289835,0,0.6000000000000001,6
0.0038760665914289835,0,0.7000000000000001,7
0.0038760665914289835,0,0.8,8
0.0038760665914289835,0,0.9,9
0.0038760665914289835,0,1.0,10
0.0038760665914289835,0,1.1,11
0.0038760665914289835,0,1.2000000000000002,12
0.0038760665914289835,0,1.3,13
0.0038760665914289835,0,1.4000000000000001,14
0.0038760665914289835,0,1.5,15
0.0038760665914289835,0,1.6,16
0.0038760665914289835,0,1.7000000000000002,17
0.0038760665914289835,0,1.8,18
0.0038760665914289835,0,1.9000000000000001,19
0.0038760665914289835,0,2.0,20
0.0038760665914289835,0,2.1,21
0.0038760665914289835,1,2.2,22
0.0038760665914289835,0,2.3000000000000003,23
0.0038760665914289835,0,2.4000000000000004,24
0.0038760665914289835,0,2.5,25
0.0038760665914289835,0,2.6,26
0.0038760665914289835,0,2.7,27
0.0038760665914289835,0,2.8000000000000003,28
0.0038760665914289835,0,2.9000000000000004,29
0.0038760665914289835,0,3.0,30
0.0038760665914289835,0,3.1,31
0.0038760665914289835,0,3.2,32
0.0038760665914289835,0,3.3000000000000003,33
0.0038760665914289835,0,3.4000000000000004,34
0.0038760665914289835,0,3.5,35
0.0038760665914289835,0,3.6,36
0.0038760665914289835,0,3.7,37
0.0038760665914289835,0,3.8000000000000003,38
0.0038760665914289835,0,3.9000000000000004,39
0.0038760665914289835,0,4.0,40
0.0038760665914289835,0,4.1000000000000005,41
0.0038760665914289835,0,4.2,42
0.0038760665914289835,0,4.3,43
0.0038760665914289835,0,4.4,44
0.0038760665914289835,0,4.5,45
0.0038760665914289835,0,4.6000000000000005,46
0.0038760665914289835,0,4.7,47
0.0038760665914289835,0,4.800000000000001,48
0.0038760665914289835,0,4.9,49
0.0038760665914289835,0,5.0,50
0.0038760665914289835,0,5.1000000000000005,51
0.0038760665914289835,0,5.2,52
0.0038760665914289835,0,5.300000000000001,53
0.0038760665914289835,0,5.4,54
0.0038760665914289835,0,5.5,55
0.0038760665914289835,0,5.6000000000000005,56
0.0038760665914289835,0,5.7,57
0.0038760665914289835,0,5.800000000000001,58
0.0038760665914289835,0,5.9,59
0.0038760665914289835,0,6.0,60
0.0038760665914289835,0,6.1000000000000005,61
0.0038760665914289835,0,6.2,62
0.0038760665914289835,0,6.300000000000001,63
0.0038760665914289835,0,6.4,64
0.0038760665914289835,1,6.5,65
0.0038760665914289835,0,6.6000000000000005,66
0.0038760665914289835,0,6.7,67
0.0038760665914289835,0,6.800000000000001,68
0.0038760665914289835,0,6.9,69
0.0038760665914289835,0,7.0,70
0.0038760665914289835,0,7.1000000000000005,71
0.0038760665914289835,0,7.2,72
0.0038760665914289835,0,7.300000000000001,73
0.0038760665914289835,0,7.4,74
0.0038760665914289835,0,7.5,75
0.0038760665914289835,0,7.6000000000000005,76
0.0038760665914289835,0,7.7,77
0.0038760665914289835,0,7.800000000000001,78
0.0038760665914289835,0,7.9,79
0.0038760665914289835,0,8.0,80
0.0038760665914289835,0,8.1,81
0.0038760665914289835,0,8.200000000000001,82
0.0038760665914289835,0,8.3,83
0.0038760665914289835,0,8.4,84
0.0038760665914289835,0,8.5,85
0.0038760665914289835,0,8.6,86
0.0038760665914289835,0,8.700000000000001,87
0.0038760665914289835,0,8.8,88
0.0038760665914289835,0,8.9,89
0.0038760665914289835,0,9.0,90
0.0038760665914289835,0,9.1,91
0.0038760665914289835,0,9.200000000000001,92
0.0038760665914289835,0,9.3,93
0.0038760665914289835,0,9.4,94
0.0038760665914289835,0,9.5,95
0.0038760665914289835,0,9.600000000000001,96
0.0038760665914289835,0,9.700000000000001,97
0.0038760665914289835,0,9.8,98
0.0038760665914289835,0,9.9,99
0.01753649386516057,0,0.0,0
0.01753649386516057,0,0.1,1
0.01753649386516057,0,0.2,2
0.01753649386516057,0,0.30000000000000004,3
0.01753649386516057,0,0.4,4
0.01753649386516057,0,0.5,5
0.01753649386516057,0,0.6000000000000001,6
0.01753649386516057,0,0.7000000000000001,7
0.01753649386516057,0,0.8,8
0.01753649386516057,0,0.9,9
0.01753649386516057,0,1.0,10
0.01753649386516057,0,1.1,11
0.01753649386516057,0,1.2000000000000002,12
0.01753649386516057,0,1.3,13
0.01753649386516057,0,1.4000000000000001,14
0.01753649386516057,0,1.5,15
0.01753649386516057,0,1.6,16
0.01753649386516057,0,1.7000000000000002,17
0.01753649386516057,0,1.8,18
0.01753649386516057,0,1.9000000000000001,19
0.01753649386516057,0,2.0,20
0.01753649386516057,0,2.1,21
0.01753649386516057,1,2.2,22
0.01753649386516057,0,2.3000000000000003,23
0.01753649386516057,0,2.4000000000000004,24
0.01753649386516057,0,2.5,25
0.01753649386516057,0,2.6,26
0.01753649386516057,0,2.7,27
0.01753649386516057,0,2.8000000000000003,28
0.01753649386516057,0,2.9000000000000004,29
0.01753649386516057,0,3.0,30
0.01753649386516057,0,3.1,31
0.01753649386516057,0,3.2,32
0.01753649386516057,0,3.3000000000000003,33
0.01753649386516057,0,3.4000000000000004,34
0.01753649386516057,0,3.5,35
0.01753649386516057,0,3.6,36
0.01753649386516057,0,3.7,37
0.01753649386516057,0,3.8000000000000003,38
0.01753649386516057,0,3.9000000000000004,39
0.01753649386516057,0,4.0,40
0.01753649386516057,0,4.1000000000000005,41
0.01753649386516057,0,4.2,42
0.01753649386516057,0,4.3,43
0.01753649386516057,0,4.4,44
0.01753649386516057,1,4.5,45
0.01753649386516057,0,4.6000000000000005,46
0.01753649386516057,0,4.7,47
0.01753649386516057,0,4.800000000000001,48
0.01753649386516057,0,4.9,49
0.01753649386516057,0,5.0,50
0.01753649386516057,0,5.1000000000000005,51
0.01753649386516057,0,5.2,52
0.01753649386516057,0,5.300000000000001,53
0.01753649386516057,0,5.4,54
0.01753649386516057,0,5.5,55
0.01753649386516057,0,5.6000000000000005,56
0.01753649386516057,0,5.7,57
0.01753649386516057,0,5.800000000000001,58
0.01753649386516057,1,5.9,59
0.01753649386516057,0,6.0,60
0.01753649386516057,0,6.1000000000000005,61
0.01753649386516057,0,6.2,62
0.01753649386516057,0,6.300000000000001,63
0.01753649386516057,0,6.4,64
0.01753649386516057,1,6.5,65
0.01753649386516057,0,6.6000000000000005,66
0.01753649386516057,0,6.7,67
0.01753649386516057,0,6.800000000000001,68
0.01753649386516057,0,6.9,69
0.01753649386516057,0,7.0,70
0.01753649386516057,0,7.1000000000000005,71
0.01753649386516057,0,7.2,72
0.01753649386516057,0,7.300000000000001,73
0.01753649386516057,0,7.4,74
0.01753649386516057,0,7.5,75
0.01753649386516057,0,7.6000000000000005,76
0.01753649386516057,0,7.7,77
0.01753649386516057,0,7.800000000000001,78
0.01753649386516057,0,7.9,79
0.01753649386516057,0,8.0,80
0.01753649386516057,0,8.1,81
0.01753649386516057,0,8.200000000000001,82
0.01753649386516057,0,8.3,83
0.01753649386516057,0,8.4,84
0.01753649386516057,0,8.5,85
0.01753649386516057,0,8.6,86
0.01753649386516057,0,8.700000000000001,87
0.01753649386516057,0,8.8,88
0.01753649386516057,0,8.9,89
0.01753649386516057,0,9.0,90
0.01753649386516057,0,9.1,91
0.01753649386516057,0,9.200000000000001,92
0.01753649386516057,0,9.3,93
0.01753649386516057,0,9.4,94
0.01753649386516057,0,9.5,95
0.01753649386516057,0,9.600000000000001,96
0.01753649386516057,0,9.700000000000001,97
0.01753649386516057,0,9.8,98
0.01753649386516057,0,9.9,99
0.03179644477738251,0,0.0,0
0.03179644477738251,0,0.1,1
0.03179644477738251,0,0.2,2
0.03179644477738251,0,0.30000000000000004,3
0.03179644477738251,0,0.4,4
0.03179644477738251,0,0.5,5
0.03179644477738251,0,0.6000000000000001,6
0.03179644477738251,0,0.7000000000000001,7
0.03179644477738251,0,0.8,8
0.03179644477738251,0,0.9,9
0.03179644477738251,0,1.0,10
0.03179644477738251,0,1.1,11
0.03179644477738251,0,1.2000000000000002,12
0.03179644477738251,0,1.3,13
0.03179644477738251,0,1.4000000000000001,14
0.03179644477738251,0,1.5,15
0.03179644477738251,0,1.6,16
0.03179644477738251,0,1.7000000000000002,17
0.03179644477738251,0,1.8,18
0.03179644477738251,0,1.9000000000000001,19
0.03179644477738251,1,2.0,20
0.03179644477738251,0,2.1,21
0.03179644477738251,1,2.2,22
0.03179644477738251,0,2.3000000000000003,23
0.03179644477738251,0,2.4000000000000004,24
0.03179644477738251,0,2.5,25
0.03179644477738251,0,2.6,26
0.03179644477738251,0,2.7,27
0.03179644477738251,0,2.8000000000000003,28
0.03179644477738251,0,2.9000000000000004,29
0.03179644477738251,0,3.0,30
0.03179644477738251,0,3.1,31
0.03179644477738251,0,3.2,32
0.03179644477738251,0,3.3000000000000003,33
0.03179644477738251,0,3.4000000000000004,34
0.03179644477738251,0,3.5,35
0.03179644477738251,0,3.6,36
0.03179644477738251,0,3.7,37
0.03179644477738251,0,3.8000000000000003,38
0.03179644477738251,0,3.9000000000000004,39
0.03179644477738251,0,4.0,40
0.03179644477738251,0,4.1000000000000005,41
0.03179644477738251,0,4.2,42
0.03179644477738251,0,4.3,43
0.03179644477738251,0,4.4,44
0.03179644477738251,1,4.5,45
0.03179644477738251,0,4.6000000000000005,46
0.03179644477738251,0,4.7,47
0.03179644477738251,0,4.800000000000001,48
0.03179644477738251,0,4.9,49
0.03179644477738251,0,5.0,50
0.03179644477738251,0,5.1000000000000005,51
0.03179644477738251,0,5.2,52
0.03179644477738251,0,5.300000000000001,53
0.03179644477738251,0,5.4,54
0.03179644477738251,0,5.5,55
0.03179644477738251,0,5.6000000000000005,56
0.03179644477738251,0,5.7,57
0.03179644477738251,0,5.800000000000001,58
0.03179644477738251,1,5.9,59
0.03179644477738251,0,6.0,60
0.03179644477738251,0,6.1000000000000005,61
0.03179644477738251,0,6.2,62
0.03179644477738251,0,6.300000000000001,63
0.03179644477738251,0,6.4,64
0.03179644477738251,1,6.5,65
0.03179644477738251,0,6.6000000000000005,66
0.03179644477738251,0,6.7,67
0.03179644477738251,0,6.800000000000001,68
